run_id,engine,mode,prompt_id,token_index,token_ms
1,nano,no_cache,p1,0,106.111118
1,nano,no_cache,p1,1,91.634505
1,nano,no_cache,p1,2,108.395759
1,nano,no_cache,p1,3,108.192284
1,nano,no_cache,p1,4,105.740500
1,nano,no_cache,p1,5,92.631565
1,nano,no_cache,p1,6,93.112086
1,nano,no_cache,p1,7,90.235446
1,nano,no_cache,p1,8,91.181985
1,nano,no_cache,p1,9,89.484233
1,nano,no_cache,p1,10,89.214760
1,nano,no_cache,p1,11,91.722021
1,nano,no_cache,p1,12,94.980439
1,nano,no_cache,p1,13,93.451321
1,nano,no_cache,p1,14,93.568279
1,nano,no_cache,p1,15,92.670350
1,nano,no_cache,p1,16,92.801006
1,nano,no_cache,p1,17,93.178726
1,nano,no_cache,p1,18,93.361748
1,nano,no_cache,p1,19,95.351230
1,nano,no_cache,p1,20,92.852500
1,nano,no_cache,p1,21,92.200135
1,nano,no_cache,p1,22,93.453428
1,nano,no_cache,p1,23,97.003093
1,nano,no_cache,p1,24,96.951400
1,nano,no_cache,p1,25,96.503776
1,nano,no_cache,p1,26,96.265808
1,nano,no_cache,p1,27,97.586685
1,nano,no_cache,p1,28,95.761712
1,nano,no_cache,p1,29,95.395983
1,nano,no_cache,p1,30,95.875442
1,nano,no_cache,p1,31,96.984505
1,nano,no_cache,p1,32,95.124796
1,nano,no_cache,p1,33,99.095978
1,nano,no_cache,p1,34,96.143723
1,nano,no_cache,p1,35,98.707484
1,nano,no_cache,p1,36,98.185005
1,nano,no_cache,p1,37,97.426390
1,nano,no_cache,p1,38,98.385101
1,nano,no_cache,p1,39,96.338084
1,nano,no_cache,p1,40,97.678634
1,nano,no_cache,p1,41,98.340468
1,nano,no_cache,p1,42,97.409641
1,nano,no_cache,p1,43,99.215671
1,nano,no_cache,p1,44,99.693477
1,nano,no_cache,p1,45,99.077886
1,nano,no_cache,p1,46,98.760338
1,nano,no_cache,p1,47,99.310882
1,nano,no_cache,p1,48,99.570365
1,nano,no_cache,p1,49,99.993853
1,nano,no_cache,p1,50,100.707046
1,nano,no_cache,p1,51,100.171072
1,nano,no_cache,p1,52,99.822494
1,nano,no_cache,p1,53,102.034432
1,nano,no_cache,p1,54,103.165517
1,nano,no_cache,p1,55,103.887541
1,nano,no_cache,p1,56,101.709716
1,nano,no_cache,p1,57,99.653693
1,nano,no_cache,p1,58,99.953991
1,nano,no_cache,p1,59,104.710494
1,nano,no_cache,p1,60,100.309803
1,nano,no_cache,p1,61,101.008494
1,nano,no_cache,p1,62,99.414064
1,nano,no_cache,p1,63,102.424310
1,nano,no_cache,p1,64,103.833839
1,nano,no_cache,p1,65,105.993391
1,nano,no_cache,p1,66,101.697157
1,nano,no_cache,p1,67,100.739363
1,nano,no_cache,p1,68,107.320627
1,nano,no_cache,p1,69,103.816762
1,nano,no_cache,p1,70,104.522264
1,nano,no_cache,p1,71,103.915736
1,nano,no_cache,p1,72,103.131376
1,nano,no_cache,p1,73,122.000968
1,nano,no_cache,p1,74,110.159879
1,nano,no_cache,p1,75,104.923661
1,nano,no_cache,p1,76,107.011378
1,nano,no_cache,p1,77,106.934574
1,nano,no_cache,p1,78,105.136069
1,nano,no_cache,p1,79,105.873411
1,nano,no_cache,p1,80,103.472024
1,nano,no_cache,p1,81,107.362637
1,nano,no_cache,p1,82,108.064566
1,nano,no_cache,p1,83,105.622656
1,nano,no_cache,p1,84,109.594353
1,nano,no_cache,p1,85,106.003154
1,nano,no_cache,p1,86,105.937573
1,nano,no_cache,p1,87,106.013793
1,nano,no_cache,p1,88,104.000817
1,nano,no_cache,p1,89,103.942680
1,nano,no_cache,p1,90,104.741811
1,nano,no_cache,p1,91,105.100912
1,nano,no_cache,p1,92,109.237327
1,nano,no_cache,p1,93,108.978143
1,nano,no_cache,p1,94,107.891945
1,nano,no_cache,p1,95,107.354279
1,nano,no_cache,p1,96,106.600145
1,nano,no_cache,p1,97,106.104880
1,nano,no_cache,p1,98,107.888462
1,nano,no_cache,p1,99,106.961230
1,nano,no_cache,p1,100,109.128387
1,nano,no_cache,p1,101,114.905031
1,nano,no_cache,p1,102,111.535868
1,nano,no_cache,p1,103,106.657351
1,nano,no_cache,p1,104,112.182091
1,nano,no_cache,p1,105,108.049376
1,nano,no_cache,p1,106,108.893480
1,nano,no_cache,p1,107,111.718018
1,nano,no_cache,p1,108,110.225747
1,nano,no_cache,p1,109,111.480867
1,nano,no_cache,p1,110,115.474602
1,nano,no_cache,p1,111,113.933866
1,nano,no_cache,p1,112,115.092156
1,nano,no_cache,p1,113,113.804786
1,nano,no_cache,p1,114,115.653254
1,nano,no_cache,p1,115,109.838043
1,nano,no_cache,p1,116,111.594528
1,nano,no_cache,p1,117,113.206767
1,nano,no_cache,p1,118,112.951527
1,nano,no_cache,p1,119,117.137401
1,nano,no_cache,p1,120,118.753660
1,nano,no_cache,p1,121,114.439825
1,nano,no_cache,p1,122,111.983259
1,nano,no_cache,p1,123,117.938320
1,nano,no_cache,p1,124,114.979308
1,nano,no_cache,p1,125,113.705239
1,nano,no_cache,p1,126,113.285424
1,nano,no_cache,p1,127,117.171784
1,nano,no_cache,p1,128,121.921739
1,nano,no_cache,p1,129,126.842638
1,nano,no_cache,p1,130,125.847179
