gen_tokens,speedup_no_cache_predicted,speedup_no_cache_observed
128.0,0.7763707800572079,0.7782794383041846
133.89727191778223,0.7784784232329893,
140.06624552362905,0.7805917881075652,
146.51943877640787,0.7827108902138483,
153.26994636785574,0.7848357451269189,
160.3314662940678,0.7869663684641394,
167.7183276511995,0.7891027758852696,
175.44551971178404,0.7912449830925812,
183.52872234066697,0.7933930058309736,
191.9843378122769,0.7955468598880893,
200.82952409379513,0.7977065610944301,
210.08222966176342,0.799872125323474,
219.7612299227741,0.8020435684917903,
229.88616531215584,0.8042209065591587,
240.47758114795292,0.8064041555286848,
251.5569693210781,0.8085933314469187,
263.1468119062313,0.8107884504039727,
275.27062678207926,0.8129895285336395,
287.9530153532689,0.8151965820135108,
301.2197124711092,0.8174096270650961,
315.097638654221,0.8196286799539423,
329.6149547151197,0.8218537569897528,
344.80111890357705,0.8240848745265076,
360.6869466827174,0.8263220489625838,
377.30467325914407,0.8285652967408751,
394.6880189939812,0.830814634348914,
412.8722578275618,0.8330700783189919,
431.8942888566073,0.8353316452282813,
451.7927112091433,0.8375993516989575,
472.6079023690838,0.8398732143983201,
494.38210010942106,0.8421532500389166,
517.159488200276,0.8444394753786644,
540.9862860657307,0.8467319072209745,
565.910842571361,0.8490305624148743,
591.9837341328035,0.8513354578551325,
619.2578673444065,0.853646610482382,
647.7885863362494,0.8559640372832458,
677.633785077348,0.8582877552904606,
708.8540248529506,0.8606177815830025,
741.5126571542961,0.862954133286213,
775.6759522302034,0.8652968275719239,
811.4132335613454,0.8676458816585844,
848.7970185300813,0.8700013128113872,
887.9031655712903,0.8723631383423951,
928.8110281028023,0.8747313756106693,
971.6036155477798,0.8771060420223956,
1016.3677617757924,0.8794871550310136,
1063.1943013043829,0.881874732137344,
1112.1782536186677,0.8842687908897179,
1163.4190159829916,0.8866693488841052,
1217.020565135885,0.8890764237642448,
1273.0916682775985,0.8914900332217732,
1331.7461037783473,0.8939101949963553,
1393.1028920551298,0.8963369268758146,
1457.2865370855811,0.8987702466962634,
1524.4272790489963,0.9012101723422352,
1594.661358607095,0.9036567217468146,
1668.1312933608945,0.9061099128917703,
1744.986167044572,0.9085697638076862,
1825.3819320432474,0.9110362925740952,
1909.4817258484486,0.9135095173196112,
1997.4562020934832,0.915989456222062,
2089.4838768404043,0.9184761275086242,
2185.751490821261,0.9209695494559557,
2286.45438836869,0.9234697403903315,
2391.7969138047574,0.925976718687777,
2501.992826092406,0.9284905027742039,
2617.2657325909017,0.9310111111255455,
2737.8495427954495,0.9335385622678924,
2863.9889429817035,0.9360728747776287,
2995.9398927183042,0.9386140672815682,
3133.9701442549513,0.9411621584570921,
3278.3597858399753,0.9437171670322855,
3429.4018100698213,0.9462791117860752,
3587.402708423859,0.9488480115483685,
3752.6830931907616,0.9514238852001901,
3925.5783480486566,0.9540067516738224,
4106.439308618976,0.9565966299529437,
4295.632974375198,0.9591935390727682,
4493.543253350836,0.9617974981201853,
4700.571741158068,0.9644085262339008,
4917.138535897539,0.9670266426045766,
5143.683090613114,0.9696518664749728,
5380.66510502127,0.9722842171400881,
5628.565458324651,0.974923713947302,
5887.887185002598,0.9775703762965174,
6159.156495558736,0.9802242236403028,
6442.923844296898,0.9828852754840349,
6739.765046292067,0.9855535513860431,
7050.282445822916,0.9882290709577518,
7375.106138636858,0.9909118538638257,
7714.895250527848,0.993601919822314,
8070.339274821351,0.9962992886047951,
8442.15947148057,0.9990039800365218,
8831.110330672764,1.0017160139965675,
9237.981103765846,1.0044354104179722,
9663.59740486147,1.0071621892878886,
10108.822886114942,1.0098963706477297,
10574.560990240869,1.0126379745933152,
11061.756783761373,1.0153870212750196,
11571.398874716153,1.018143530897921,
12104.521418726483,1.0209075237219487,
12662.206217483104,1.0236790200620325,
13245.584913916926,1.026458040288251,
13855.841288506335,1.029244604825984,
14494.213661381007,1.0320387341560593,
15161.997405096601,1.0348404488149054,
15860.547573179112,1.0376497693947015,
16591.281649772554,1.04046671654353,
17355.6824259696,1.0432913109655266,
18155.301008661907,1.046123573421033,
18991.759968015525,1.048963524726751,
19866.756629958036,1.0518111857558936,
20782.06652035857,1.0546665774383388,
21739.546967889746,1.0575297207607843,
22741.140872882257,1.0604006367669008,
23788.880649819614,1.0632793465574875,
24884.892351473194,1.066165871290626,
26031.399983046424,1.069060232181837,
27230.730015082154,1.0719624505042358,
28485.31610429036,1.0748725475886889,
29797.704031876186,1.0777905448239702,
31170.556869388485,1.0807164636569182,
32606.660382571885,1.0836503255925942,
34108.92868418751,1.0865921521944404,
35680.41014727267,1.089541965084438,
37324.29359083883,1.092499785943266,
39043.91475055999,1.0954656365104603,
40842.763047581524,1.0984395385845749,
42724.488669184204,1.1014215140233412,
44692.90997567164,1.1044115847438274,
46752.02124851142,1.1074097727226015,
48906.00079545203,1.1104160999958927,
51159.21942906189,1.113430588659752,
53516.249335895285,1.1164532608702158,
55981.87335428279,1.1194841388434678,
58561.09467957222,1.1225232448560034,
61259.147016513125,1.1255706012447928,
64081.50519938645,1.1286262304074448,
67033.8963014298,1.1316901548023721,
70122.31125610121,1.1347623969489562,
73353.01701376202,1.1378429794277125,
76732.56925844851,1.1409319248804575,
80267.82571053554,1.1440292560104726,
83965.96004228687,1.1471349955826742,
87834.476434529,1.1502491664237786,
91881.22480398578,1.1533717914224715,
96114.41673217324,1.1565028935295745,
100542.64212817834,1.159642495758215,
105174.88665913242,1.162790621183995,
110020.54998374841,1.1659472929451609,
115089.46482592131,1.1691125342427735,
120391.91692709693,1.1722863683408773,
125938.66591789479,1.1754688185666742,
131740.9671513368,1.1786599083106921,
137810.59454198577,1.1818596610269587,
144159.86445733978,1.185068100233173,
150801.6607099612,1.1882852495108784,
157749.4607010534,1.191511132505636,
165017.36276853495,1.1947457729271984,
172620.11479510795,1.1979891945496841,
180573.1441343698,1.2012414212117517,
188892.58891569197,1.2045024768167762,
197595.33079139292,1.2077723853330236,
206699.02919265075,1.2110511707938272,
216222.15716367142,1.2143388572977647,
226184.03884682446,1.2176354690088353,
236604.88869480864,1.2209410301566375,
247505.85248941742,1.2242555650365456,
258909.05025014057,1.2275790980098904,
270837.62111967016,1.2309116535041371,
283315.77031738905,1.2342532560130655,
296368.8182561205,1.2376039300969486,
310023.2519218087,1.240963700382735,
324306.77862038655,1.2443325915642285,
339248.3822008903,1.2477106284022705,
354878.3818689091,1.2510978357249214,
371228.4937097175,1.254494238427643,
388331.89504592743,1.2578998614734822,
406223.29176025215,1.261314729893254,
424938.9887199932,1.264738868785725,
444516.9634461584,1.2681723033177992,
464996.94317669596,1.2716150587247008,
486420.4854802151,1.2750671603101629,
508831.0625837819,1.2785286334466102,
532274.1495858968,1.2819995035753473,
556797.3167336645,1.285479796206745,
582450.3259513979,1.2889695369204286,
609285.2318165258,1.292468751365465,
637356.4871877064,1.2959774652605518,
666721.0536994901,1.2994957043942055,
697438.5173477409,1.303023494624953,
729571.2094003551,1.3065608618815192,
763184.3328786305,1.3101078321630188,
798346.0948659462,1.3136644315391475,
835127.8449122271,1.3172306861503735,
873604.2198150319,1.3208066222081294,
913853.2950710582,1.324392265995005,
955956.7433053957,1.3279876438649398,
1000000.0,1.3315927822434188,
