prompt_len,speedup_no_cache_predicted,speedup_no_cache_observed
384.0,0.7861656497273934,0.7723819534620056
404.12946385994996,0.7960706889325742,
425.314123853465,0.8059757281377546,
447.6092938670971,0.8158807673429354,
471.0731873678143,0.8257858065481158,
495.76706940039713,0.8356908457532966,
521.7554165526069,0.845595884958477,
549.1060853058068,0.8555009241636575,
577.890489210603,0.865405963368838,
608.1837853501182,0.875311002574019,
640.0650705777555,0.8852160417791994,
673.6175880418471,0.8951210809843799,
708.9289445364172,0.9050261201895604,
746.0913392455792,0.9149311593947411,
785.2018044788234,0.9248361985999218,
826.3624590257606,0.9347412378051023,
869.68077479185,0.944646277010283,
915.269857411292,0.9545513162154635,
963.248741569787,0.9644563554206442,
1013.7427018082547,0.9743613946258247,
1066.8835796190285,0.9842664338310054,
1122.8101276885993,0.9941714730361861,
1181.6683721857173,1.0040765122413666,
1243.6119940408166,1.0139815514465471,
1308.802730212289,1.0238865906517278,
1377.41079598732,1.0337916298569085,
1449.6153294199542,1.043696669062089,
1525.6048590667986,1.0536017082672695,
1605.5777962416657,1.0635067474724502,
1689.7429530744398,1.073411786677631,
1778.3200877268255,1.0833168258828112,
1871.5404781885982,1.0932218650879921,
1969.6475261524802,1.1031269042931726,
2072.8973925444748,1.113031943498353,
2181.559666368978,1.122936982703534,
2295.9180686150657,1.1328420219087143,
2416.2711930619244,1.142747061113895,
2542.933285917596,1.1526521003190755,
2676.2350663268194,1.162557139524256,
2816.5245898902467,1.1724621787294367,
2964.168157449767,1.1823672179346172,
3119.5512715127893,1.1922722571397981,
3283.07964281273,1.2021772963449786,
3455.1802496339174,1.212082335550159,
3636.3024526667778,1.2219873747553396,
3826.919168304285,1.2318924139605203,
4027.5281034431705,1.241797453165701,
4238.653055013982,1.2517024923708815,
4460.845277633175,1.2616075315760622,
4694.684922948136,1.2715125707812427,
4940.7825544333855,1.2814176099864232,
5199.780741593124,1.291322649191604,
5472.355737732608,1.3012276883967846,
5759.2192456791645,1.311132727601965,
6061.120276063088,1.3210377668071456,
6378.847103010538,1.330942806012326,
6713.229322354807,1.340847845217507,
7065.140017739947,1.3507528844226875,
7435.49804027272,1.360657923627868,
7825.270407674797,1.3705629628330485,
8235.474829199862,1.3804680020382294,
8667.182362907957,1.3903730412434099,
9121.520212235422,1.4002780804485904,
9599.674669162503,1.4101831196537713,
10102.89421166299,1.4200881588589518,
10632.49276352383,1.4299931980641323,
11189.853125046056,1.4398982372693128,
11776.430583584486,1.4498032764744933,
12393.756713353958,1.4597083156796742,
13043.443374422874,1.4696133548848545,
13727.186921336293,1.4795183940900352,
14446.77263235666,1.489423433295216,
15204.079370887728,1.4993284725003964,
16001.08449125257,1.509233511705577,
16839.869001634546,1.519138550910758,
17722.622997662373,1.5290435901159383,
18651.651380826315,1.5389486293211188,
19629.379876656352,1.5488536685262992,
20658.361368376118,1.5587587077314802,
21741.282562570133,1.5686637469366607,
22880.97100426863,1.5785687861418412,
24080.402459766014,1.588473825347022,
25342.708686450642,1.5983788645522026,
26671.185609932818,1.608283903757383,
28069.301929821275,1.618188942962564,
29540.708176619053,1.628093982167744,
31089.24624338615,1.6379990213729247,
32718.959417056296,1.6479040605781055,
34434.10293560009,1.6578090997832862,
36239.15509859993,1.6677141389884664,
38138.8289602468,1.6776191781936471,
40138.08463528876,1.6875242173988279,
42242.14225006386,1.6974292566040086,
44456.49557243236,1.7073342958091884,
46786.926356196294,1.71723933501437,
49239.519437459756,1.7271443742195502,
51820.678622349405,1.7370494134247305,
54537.14340757513,1.7469544526299112,
57396.00657749104,1.7568594918350924,
60404.73272360308,1.7667645310402722,
63571.1777348784,1.7766695702454534,
66903.60930974483,1.786574609450634,
70410.72854334037,1.7964796486558143,
74101.69264637651,1.8063846878609946,
77986.13885493495,1.8162897270661762,
82074.20959362613,1.826194766271356,
86376.57895781574,1.8360998054765367,
90904.48058405922,1.846004844681717,
95669.73698151851,1.8559098838868981,
100684.79040094648,1.8658149230920784,
105962.73532183847,1.8757199622972591,
111517.35264257394,1.8856250015024398,
117363.14566282375,1.8955300407076205,
123515.37795217217,1.9054350799128008,
129990.11320382933,1.9153401191179815,
136804.25717749423,1.9252451583231622,
143975.6018408838,1.9351501975283425,
151522.8718251824,1.9450552367335232,
159465.77331570553,1.954960275938704,
167825.04550543832,1.9648653151438846,
176622.51474579272,1.974770354349065,
185881.1515359727,1.984675393554246,
195625.1304997465,1.9945804327594263,
205879.8935062375,2.004485471964607,
216672.21609952973,2.0143905111697875,
228030.27741054748,2.0242955503749687,
239983.73373375024,2.0342005895801485,
252563.795960754,2.0441056287853296,
265803.3110730557,2.0540106679905104,
279736.8479066494,2.0639157071956906,
294400.7874124647,2.073820746400871,
