nembd,speedup_kv_cache_predicted,speedup_kv_cache_observed
384.0,1.18380556831752,1.1924810180436973
392.67688617188793,1.1856929673261463,
401.549835764713,1.1875833755071512,
410.62327903885574,1.1894767976582055,
419.9017463611148,1.1913732385846278,
429.3898704667198,1.1932727030994,
439.0923887724525,1.195175196023176,
449.0141457420382,1.1970807221842963,
459.1600953049843,1.1989892864187994,
469.53530333007416,1.200900893570434,
480.1449501547561,1.2028155484906713,
490.99433317168206,1.2047332560387176,
502.08886947369416,1.2066540210815262,
513.4340985585771,1.208577848493811,
525.0356850949282,1.2105047431580562,
536.8994217505216,1.2124347099645323,
549.0312320845884,1.2143677538113047,
561.4371735054459,1.2163038796042496,
574.1234402949594,1.218243092257064,
587.0963667013455,1.2201853966912795,
600.3624301018572,1.2221307978362739,
613.9282542369399,1.2240793006292843,
627.80061251746,1.2260309100154196,
641.986431406667,1.227985630947673,
656.4927938785742,1.2299434683869344,
671.326942954483,1.231904427302003,
686.4962853194244,1.2338685126696,
702.008395020311,1.2358357294743814,
717.871017247657,1.2378060827089503,
734.0920722027496,1.2397795773738698,
750.6796590521989,1.2417562184776758,
767.6420599718538,1.2437360110368891,
784.9877442820862,1.2457189600760292,
802.7253726765201,1.2477050706276263,
820.8638015463137,1.2496943477322335,
839.4120874021482,1.2516867964384415,
858.3794913961461,1.253682421802889,
877.7754839459569,1.2556812288902774,
897.609749463334,1.2576832227733834,
917.8921911895592,1.2596884085330704,
938.6329361401229,1.2616967912583035,
959.8423401611456,1.2637083760461605,
981.5309931000431,1.2657231680018466,
1003.7097240930356,1.2677411722387057,
1026.38960697213,1.2697623938782345,
1049.5819657942816,1.2717868380500954,
1073.298380495488,1.2738145098921292,
1097.5506926726516,1.2758454145503673,
1122.351011496082,1.2778795571790469,
1147.7117197555992,1.279916942940622,
1173.6454800432593,1.2819575770057783,
1200.165241075775,1.2840014645534443,
1227.2842441598134,1.286048610770806,
1255.0160298033709,1.2880990208533198,
1283.3744444765439,1.290152700004725,
1312.3736475250666,1.2922096534370582,
1342.0281182400686,1.2942698863706648,
1372.3526630875735,1.2963334040342138,
1403.3624231013703,1.2984002116647106,
1435.0728814429206,1.3004703145075107,
1467.4998711320957,1.302543717816331,
1500.6595829526004,1.3046204268532662,
1534.568573536018,1.3067004468887997,
1569.2437736285397,1.3087837832018185,
1604.7024965444734,1.3108704410796252,
1640.962446810777,1.3129604258179532,
1678.0417290069236,1.3150537427209785,
1715.958856804504,1.317150397101334,
1754.7327622111068,1.3192503942801226,
1794.3828050230547,1.321353739586931,
1834.9287824917471,1.3234604383598432,
1876.3909392084197,1.325570495945454,
1918.789977212256,1.3276839176988822,
1962.1470663269174,1.3298007089837853,
2006.4838547306213,1.3319208751723715,
2051.82247976507,1.3340444216454141,
2098.1855789886195,1.3361713537922666,
2145.596301479194,1.3383016770108729,
2194.0783193926277,1.340435396707785,
2243.6558397821505,1.342572518298174,
2294.353616684966,1.3447130472058446,
2346.1969634819334,1.3468569888632491,
2399.211765536521,1.349004348711501,
2453.4244931193707,1.351155132200389,
2508.862214624887,1.3533093447883902,
2565.552610086477,1.3554669919426847,
2623.523984997183,1.3576280791391697,
2682.8052844425947,1.359792611862472,
2743.4261075531354,1.361960595605963,
2805.416722282885,1.364132035871773,
2868.808080522362,1.3663069381708046,
2933.6318335527935,1.368485308022746,
2999.920347849572,1.3706671509560855,
3067.7067212428587,1.3728524725081275,
3137.024799443274,1.3750412782250026,
3207.9091929410824,1.3772335736616854,
3280.3952942871856,1.3794293643820066,
3354.5192957645945,1.3816286559586672,
3430.318207459261,1.383831453973254,
3507.8298757391526,1.3860377640162513,
3587.0930021509653,1.3882475916870578,
3668.147162743776,1.3904609425939995,
3751.0328278293514,1.3926778223543435,
3835.791382188964,1.3948982365943132,
3922.4651457367813,1.3971221909491018,
4011.0973946502068,1.3993496910628875,
4101.732382977648,1.4015807425888467,
4194.4153647345265,1.4038153511891691,
4289.192616498643,1.4060535225350725,
4386.111460515987,1.4082952623068157,
4485.220288328774,1.4105405761937142,
4586.56858493729,1.4127894698941543,
4690.206953507753,1.4150419491156079,
4796.187140638444,1.4172980195746459,
4904.562062196756,1.4195576869969533,
5015.385829740091,1.4218209571173446,
5128.713777533721,1.4240878356797775,
5244.602490179172,1.4263583284373667,
5363.109830866896,1.4286324411524007,
5484.294970267324,1.4309101795963537,
5608.218416074789,1.4331915495499028,
5734.942043218971,1.4354765568029408,
5864.529124759036,1.4377652071545919,
5997.044363475852,1.440057506413226,
