nembd,speedup_no_cache_predicted,speedup_no_cache_observed
384.0,0.7861656497273934,0.7723819534620056
392.67688617188793,0.7904974525663719,
401.549835764713,0.7948292554053502,
410.62327903885574,0.7991610582443289,
419.9017463611148,0.8034928610833076,
429.3898704667198,0.8078246639222859,
439.0923887724525,0.8121564667612644,
449.0141457420382,0.8164882696002427,
459.1600953049843,0.8208200724392214,
469.53530333007416,0.8251518752782001,
480.1449501547561,0.8294836781171784,
490.99433317168206,0.8338154809561569,
502.08886947369416,0.8381472837951354,
513.4340985585771,0.8424790866341139,
525.0356850949282,0.8468108894730924,
536.8994217505216,0.8511426923120708,
549.0312320845884,0.8554744951510493,
561.4371735054459,0.8598062979900278,
574.1234402949594,0.8641381008290063,
587.0963667013455,0.868469903667985,
600.3624301018572,0.8728017065069633,
613.9282542369399,0.8771335093459418,
627.80061251746,0.8814653121849203,
641.986431406667,0.8857971150238988,
656.4927938785742,0.8901289178628775,
671.326942954483,0.8944607207018558,
686.4962853194244,0.8987925235408343,
702.008395020311,0.9031243263798128,
717.871017247657,0.9074561292187913,
734.0920722027496,0.9117879320577698,
750.6796590521989,0.9161197348967483,
767.6420599718538,0.9204515377357267,
784.9877442820862,0.9247833405747052,
802.7253726765201,0.9291151434136837,
820.8638015463137,0.9334469462526622,
839.4120874021482,0.9377787490916407,
858.3794913961461,0.9421105519306192,
877.7754839459569,0.9464423547695977,
897.609749463334,0.9507741576085762,
917.8921911895592,0.9551059604475547,
938.6329361401229,0.9594377632865332,
959.8423401611456,0.9637695661255117,
981.5309931000431,0.9681013689644902,
1003.7097240930356,0.9724331718034687,
1026.38960697213,0.9767649746424472,
1049.5819657942816,0.9810967774814257,
1073.298380495488,0.9854285803204041,
1097.5506926726516,0.9897603831593826,
1122.351011496082,0.9940921859983611,
1147.7117197555992,0.9984239888373396,
1173.6454800432593,1.0027557916763183,
1200.165241075775,1.0070875945152966,
1227.2842441598134,1.011419397354275,
1255.0160298033709,1.0157512001932534,
1283.3744444765439,1.020083003032232,
1312.3736475250666,1.0244148058712106,
1342.0281182400686,1.028746608710189,
1372.3526630875735,1.0330784115491676,
1403.3624231013703,1.037410214388146,
1435.0728814429206,1.0417420172271246,
1467.4998711320957,1.046073820066103,
1500.6595829526004,1.0504056229050815,
1534.568573536018,1.05473742574406,
1569.2437736285397,1.0590692285830385,
1604.7024965444734,1.063401031422017,
1640.962446810777,1.0677328342609955,
1678.0417290069236,1.072064637099974,
1715.958856804504,1.0763964399389525,
1754.7327622111068,1.080728242777931,
1794.3828050230547,1.0850600456169095,
1834.9287824917471,1.089391848455888,
1876.3909392084197,1.0937236512948665,
1918.789977212256,1.098055454133845,
1962.1470663269174,1.1023872569728235,
2006.4838547306213,1.106719059811802,
2051.82247976507,1.1110508626507802,
2098.1855789886195,1.115382665489759,
2145.596301479194,1.1197144683287374,
2194.0783193926277,1.124046271167716,
2243.6558397821505,1.1283780740066944,
2294.353616684966,1.1327098768456727,
2346.1969634819334,1.1370416796846514,
2399.211765536521,1.1413734825236301,
2453.4244931193707,1.1457052853626084,
2508.862214624887,1.150037088201587,
2565.552610086477,1.1543688910405652,
2623.523984997183,1.1587006938795439,
2682.8052844425947,1.1630324967185226,
2743.4261075531354,1.1673642995575009,
2805.416722282885,1.1716961023964794,
2868.808080522362,1.1760279052354579,
2933.6318335527935,1.1803597080744364,
2999.920347849572,1.1846915109134148,
3067.7067212428587,1.1890233137523933,
3137.024799443274,1.1933551165913718,
3207.9091929410824,1.1976869194303503,
3280.3952942871856,1.202018722269329,
3354.5192957645945,1.206350525108307,
3430.318207459261,1.2106823279472856,
3507.8298757391526,1.2150141307862643,
