prompt_len,speedup_kv_cache_predicted,speedup_kv_cache_observed
384.0,1.18380556831752,1.1924810180436973
404.12946385994996,1.1881256952396562,
425.314123853465,1.1924615878391325,
447.6092938670971,1.196813303650504,
471.0731873678143,1.2011809004182907,
495.76706940039713,1.205564436097742,
521.7554165526069,1.2099639688556068,
549.1060853058068,1.2143795570709055,
577.890489210603,1.2188112593357041,
608.1837853501182,1.2232591344558916,
640.0650705777555,1.227723241451961,
673.6175880418471,1.2322036395597913,
708.9289445364172,1.2367003882314354,
746.0913392455792,1.2412135471359067,
785.2018044788234,1.2457431761599727,
826.3624590257606,1.250289335408949,
869.68077479185,1.2548520852074962,
915.269857411292,1.259431486100422,
963.248741569787,1.2640275988534828,
1013.7427018082547,1.2686404844541912,
1066.8835796190285,1.2732702041126245,
1122.8101276885993,1.2779168192622379,
1181.6683721857173,1.2825803915606786,
1243.6119940408166,1.2872609828906048,
1308.802730212289,1.2919586553605062,
1377.41079598732,1.2966734713055288,
1449.6153294199542,1.3014054932883012,
1525.6048590667986,1.3061547840997654,
1605.5777962416657,1.3109214067600106,
1689.7429530744398,1.315705424519107,
1778.3200877268255,1.3205069008579489,
1871.5404781885982,1.3253258994890933,
1969.6475261524802,1.3301624843576074,
2072.8973925444748,1.335016719641917,
2181.559666368978,1.339888669754657,
2295.9180686150657,1.344778399343528,
2416.2711930619244,1.3496859732921522,
2542.933285917596,1.3546114567209353,
2676.2350663268194,1.3595549149879305,
2816.5245898902467,1.364516413689706,
2964.168157449767,1.369496018662215,
3119.5512715127893,1.3744937959816694,
3283.07964281273,1.3795098119654166,
3455.1802496339174,1.3845441331728197,
3636.3024526667778,1.389596826406141,
3826.919168304285,1.3946679587114266,
4027.5281034431705,1.3997575973793992,
4238.653055013982,1.4048658099463478,
4460.845277633175,1.4099926641950264,
4694.684922948136,1.4151382281555516,
4940.7825544333855,1.420302570106306,
5199.780741593124,1.425485758574845,
5472.355737732608,1.4306878623388046,
5759.2192456791645,1.4359089504268154,
6061.120276063088,1.4411490921194174,
6378.847103010538,1.4464083569499808,
6713.229322354807,1.451686814705627,
7065.140017739947,1.456984535428155,
7435.49804027272,1.4623015894149725,
7825.270407674797,1.4676380472200263,
8235.474829199862,1.4729939796547402,
8667.182362907957,1.4783694577889537,
9121.520212235422,1.4837645529518655,
9599.674669162503,1.4891793367329802,
10102.89421166299,1.4946138809830574,
10632.49276352383,1.5000682578150655,
11189.853125046056,1.5055425396051396,
11776.430583584486,1.51103679899354,
12393.756713353958,1.5165511088856183,
13043.443374422874,1.5220855424527824,
13727.186921336293,1.5276401731334694,
14446.77263235666,1.533215074634119,
15204.079370887728,1.5388103209301522,
16001.08449125257,1.5444259862669523,
16839.869001634546,1.55006214516085,
17722.622997662373,1.5557188724001136,
18651.651380826315,1.5613962430459396,
19629.379876656352,1.5670943324334494,
20658.361368376118,1.5728132161726898,
21741.282562570133,1.5785529701496337,
22880.97100426863,1.5843136705271914,
24080.402459766014,1.590095393746217,
25342.708686450642,1.5958982165265243,
26671.185609932818,1.6017222158679063,
28069.301929821275,1.6075674690511546,
29540.708176619053,1.6134340536390852,
31089.24624338615,1.6193220474775698,
32718.959417056296,1.6252315286965673,
34434.10293560009,1.6311625757111592,
36239.15509859993,1.637115267222592,
38138.8289602468,1.643089682219322,
40138.08463528876,1.6490858999780615,
42242.14225006386,1.6551040000648312,
44456.49557243236,1.6611440623360179,
46786.926356196294,1.667206166939432,
49239.519437459756,1.673290394315371,
51820.678622349405,1.6793968251976887,
54537.14340757513,1.6855255406148648,
57396.00657749104,1.6916766218910815,
60404.73272360308,1.6978501506472998,
63571.1777348784,1.7040462088023476,
66903.60930974483,1.7102648785740011,
70410.72854334037,1.7165062424800794,
74101.69264637651,1.7227703833395385,
77986.13885493495,1.7290573842735704,
82074.20959362613,1.735367328706705,
86376.57895781574,1.7417003003679181,
90904.48058405922,1.7480563832917435,
95669.73698151851,1.7544356618193853,
100684.79040094648,1.7608382205998394,
105962.73532183847,1.767264144591016,
111517.35264257394,1.7737135190608664,
117363.14566282375,1.780186429588515,
123515.37795217217,1.7866829620653957,
129990.11320382933,1.7932032026963898,
136804.25717749423,1.799747238000971,
143975.6018408838,1.8063151548143535,
151522.8718251824,1.8129070402886438,
159465.77331570553,1.8195229818939975,
167825.04550543832,1.82616306741978,
176622.51474579272,1.8328273849757308,
185881.1515359727,1.8395160229931344,
195625.1304997465,1.8462290702259903,
205879.8935062375,1.8529666157521947,
216672.21609952973,1.8597287489747205,
228030.27741054748,1.866515559622803,
239983.73373375024,1.873327137753131,
252563.795960754,1.8801635737510443,
265803.3110730557,1.8870249583317287,
279736.8479066494,1.893911382541422,
294400.7874124647,1.9008229377586237,
309833.4176482989,1.907759715695305,
326075.0337502678,1.9147218083981257,
343168.0431448194,1.9217093082496584,
361157.07627600036,1.928722307969611,
380089.10313710204,1.9357609006160597,
400013.5559109533,1.9428251795866807,
420982.45803907764,1.9499152386199947,
443050.5600567095,1.9570311717966045,
466275.482548355,1.9641730735404477,
490717.86659715086,1.9713410386200485,
516441.5321208468,1.978535162149775,
543513.6445078362,1.9857555395911017,
572004.8899883307,1.9930022667538745,
601989.6601985779,2.0002754397975857,
633546.2464200128,2.007575155232646,
666757.0440005291,2.014901509921667,
701708.7674916122,2.022254601080747,
738492.6770630515,2.0296345262807614,
777204.8167864317,2.0370413834486527,
817946.2654095595,2.0444752708687375,
860823.4002765986,2.0519362871840054,
905948.1750830238,2.0594245313974286,
953438.4121906303,2.0669401028732772,
1003418.1102658377,2.074483101338436,
1056017.7680445246,2.08205362688373,
1111374.7250687869,2.0896517799652496,
1169633.5202852802,2.097277661405686,
1230946.2694414516,2.104931372395668,
1295473.0622650487,2.1126130144951047,
1363382.3804640132,2.120322689634534,
1434851.5376380843,2.1280605001164745,
1510067.1422507924,2.135826548616782,
1589225.5848706737,2.1436209381860136,
1672533.5509539095,2.1514437722507953,
1760208.5605072454,2.1592951546151924,
1852479.5360403294,2.167175189462088,
1949587.4002903807,2.175083981354567,
2051785.705279863,2.1830216352373006,
2159341.2943496336,2.190988256437941,
2272534.9988962673,2.1989839506685183,
2391662.371632607,2.2070088240268437,
2517034.458286205,2.215062982997917,
2648978.6097505786,2.223146534455338,
2787839.3368098377,2.231259585662729,
2933979.209668331,2.239402244275153,
3087779.8046341166,2.2475746183405456,
3249642.7004280337,2.255776816301147,
