run_id,engine,mode,prompt_id,token_index,token_ms
1,nano,no_cache,p1,0,272.070481
1,nano,no_cache,p1,1,290.038125
1,nano,no_cache,p1,2,297.622286
1,nano,no_cache,p1,3,288.766641
1,nano,no_cache,p1,4,288.035246
1,nano,no_cache,p1,5,298.531088
1,nano,no_cache,p1,6,283.056844
1,nano,no_cache,p1,7,279.048602
1,nano,no_cache,p1,8,280.446392
1,nano,no_cache,p1,9,285.965541
1,nano,no_cache,p1,10,281.994189
1,nano,no_cache,p1,11,280.393048
1,nano,no_cache,p1,12,283.053904
1,nano,no_cache,p1,13,285.479819
1,nano,no_cache,p1,14,284.895744
1,nano,no_cache,p1,15,282.177954
1,nano,no_cache,p1,16,286.165975
1,nano,no_cache,p1,17,285.897974
1,nano,no_cache,p1,18,298.325454
1,nano,no_cache,p1,19,295.431240
1,nano,no_cache,p1,20,299.059516
1,nano,no_cache,p1,21,295.846339
1,nano,no_cache,p1,22,298.678118
1,nano,no_cache,p1,23,302.123981
1,nano,no_cache,p1,24,299.889248
1,nano,no_cache,p1,25,297.570075
1,nano,no_cache,p1,26,290.037829
1,nano,no_cache,p1,27,295.691624
1,nano,no_cache,p1,28,296.157242
1,nano,no_cache,p1,29,292.315345
1,nano,no_cache,p1,30,293.188282
1,nano,no_cache,p1,31,292.814849
1,nano,no_cache,p1,32,290.755797
1,nano,no_cache,p1,33,299.090185
1,nano,no_cache,p1,34,298.295875
1,nano,no_cache,p1,35,302.381449
1,nano,no_cache,p1,36,300.673395
1,nano,no_cache,p1,37,307.657647
1,nano,no_cache,p1,38,300.950936
1,nano,no_cache,p1,39,304.887123
1,nano,no_cache,p1,40,307.064319
1,nano,no_cache,p1,41,303.050402
1,nano,no_cache,p1,42,301.821087
1,nano,no_cache,p1,43,309.979990
1,nano,no_cache,p1,44,304.557505
1,nano,no_cache,p1,45,306.799651
1,nano,no_cache,p1,46,294.241505
1,nano,no_cache,p1,47,296.552484
1,nano,no_cache,p1,48,294.343411
1,nano,no_cache,p1,49,294.414452
1,nano,no_cache,p1,50,305.525522
1,nano,no_cache,p1,51,337.179163
1,nano,no_cache,p1,52,300.190104
1,nano,no_cache,p1,53,300.905000
1,nano,no_cache,p1,54,353.700451
1,nano,no_cache,p1,55,302.313822
1,nano,no_cache,p1,56,307.406934
1,nano,no_cache,p1,57,302.297546
1,nano,no_cache,p1,58,311.218407
1,nano,no_cache,p1,59,313.772791
1,nano,no_cache,p1,60,313.117427
1,nano,no_cache,p1,61,314.178437
1,nano,no_cache,p1,62,327.289493
1,nano,no_cache,p1,63,370.058638
1,nano,no_cache,p1,64,321.445157
1,nano,no_cache,p1,65,309.530142
1,nano,no_cache,p1,66,309.626744
1,nano,no_cache,p1,67,307.261892
1,nano,no_cache,p1,68,306.073427
1,nano,no_cache,p1,69,314.636312
1,nano,no_cache,p1,70,310.477716
1,nano,no_cache,p1,71,310.325396
1,nano,no_cache,p1,72,314.439104
1,nano,no_cache,p1,73,316.334583
1,nano,no_cache,p1,74,314.795173
1,nano,no_cache,p1,75,320.593118
1,nano,no_cache,p1,76,317.056000
1,nano,no_cache,p1,77,321.556614
1,nano,no_cache,p1,78,322.061735
1,nano,no_cache,p1,79,318.807332
1,nano,no_cache,p1,80,315.590396
1,nano,no_cache,p1,81,321.600145
1,nano,no_cache,p1,82,316.953360
1,nano,no_cache,p1,83,325.340693
1,nano,no_cache,p1,84,316.096671
1,nano,no_cache,p1,85,326.095232
1,nano,no_cache,p1,86,318.546333
1,nano,no_cache,p1,87,321.618255
1,nano,no_cache,p1,88,315.398405
1,nano,no_cache,p1,89,313.916610
1,nano,no_cache,p1,90,317.936411
1,nano,no_cache,p1,91,361.849166
1,nano,no_cache,p1,92,325.846332
1,nano,no_cache,p1,93,329.825034
1,nano,no_cache,p1,94,332.675433
1,nano,no_cache,p1,95,326.436885
1,nano,no_cache,p1,96,327.849819
1,nano,no_cache,p1,97,328.870138
1,nano,no_cache,p1,98,333.836382
1,nano,no_cache,p1,99,327.866355
1,nano,no_cache,p1,100,350.962505
1,nano,no_cache,p1,101,333.330073
1,nano,no_cache,p1,102,350.807348
1,nano,no_cache,p1,103,335.860681
1,nano,no_cache,p1,104,351.401183
1,nano,no_cache,p1,105,338.329048
1,nano,no_cache,p1,106,355.539854
1,nano,no_cache,p1,107,348.254310
1,nano,no_cache,p1,108,347.635374
1,nano,no_cache,p1,109,355.469212
1,nano,no_cache,p1,110,333.278353
1,nano,no_cache,p1,111,336.774895
1,nano,no_cache,p1,112,338.770719
1,nano,no_cache,p1,113,350.911750
1,nano,no_cache,p1,114,401.379643
1,nano,no_cache,p1,115,369.776633
1,nano,no_cache,p1,116,338.418861
1,nano,no_cache,p1,117,355.253457
1,nano,no_cache,p1,118,339.916687
1,nano,no_cache,p1,119,412.489379
1,nano,no_cache,p1,120,387.779289
1,nano,no_cache,p1,121,347.538501
1,nano,no_cache,p1,122,350.650136
1,nano,no_cache,p1,123,350.648372
1,nano,no_cache,p1,124,350.553490
1,nano,no_cache,p1,125,377.367712
1,nano,no_cache,p1,126,347.554215
1,nano,no_cache,p1,127,348.624866
1,nano,no_cache,p1,128,357.880722
1,nano,no_cache,p1,129,370.704701
1,nano,no_cache,p1,130,369.221743
1,nano,no_cache,p1,131,377.528129
1,nano,no_cache,p1,132,373.430070
1,nano,no_cache,p1,133,374.302244
1,nano,no_cache,p1,134,371.941483
1,nano,no_cache,p1,135,371.329073
1,nano,no_cache,p1,136,376.369549
1,nano,no_cache,p1,137,373.155150
1,nano,no_cache,p1,138,375.777338
1,nano,no_cache,p1,139,380.727965
1,nano,no_cache,p1,140,379.804759
1,nano,no_cache,p1,141,378.071466
1,nano,no_cache,p1,142,382.800670
1,nano,no_cache,p1,143,383.544781
1,nano,no_cache,p1,144,382.924183
1,nano,no_cache,p1,145,378.733369
1,nano,no_cache,p1,146,379.100823
1,nano,no_cache,p1,147,383.350739
