gen_tokens,speedup_kv_cache_predicted,speedup_kv_cache_observed
128.0,1.009996513861733,1.1117696398065378
133.89727191778223,1.0177864634131144,
140.06624552362905,1.0256364956610002,
146.51943877640787,1.033547074014094,
153.26994636785574,1.0415186654552995,
160.3314662940678,1.0495517405692887,
167.7183276511995,1.0576467735702824,
175.44551971178404,1.0658042423300422,
183.52872234066697,1.0740246284060835,
191.9843378122769,1.0823084170701003,
200.82952409379513,1.0906560973366142,
210.08222966176342,1.0990681619918412,
219.7612299227741,1.1075451076227818,
229.88616531215584,1.1160874346465381,
240.47758114795292,1.1246956473398517,
251.5569693210781,1.1333702538688748,
263.1468119062313,1.1421117663191678,
275.27062678207926,1.1509207007259286,
287.9530153532689,1.159797577104457,
301.2197124711092,1.1687429194808514,
315.097638654221,1.1777572559229434,
329.6149547151197,1.1868411185714727,
344.80111890357705,1.1959950436714977,
360.6869466827174,1.2052195716040548,
377.30467325914407,1.2145152469180571,
394.6880189939812,1.2238826183624403,
412.8722578275618,1.2333222389185574,
431.8942888566073,1.2428346658328224,
451.7927112091433,1.2524204606496063,
472.6079023690838,1.262080189244386,
494.38210010942106,1.2718144218571505,
517.159488200276,1.2816237331260631,
540.9862860657307,1.2915087021213836,
565.910842571361,1.3014699123796527,
591.9837341328035,1.3115079519381398,
619.2578673444065,1.3216234133695561,
647.7885863362494,1.3318168938170367,
677.633785077348,1.3420889950293904,
708.8540248529506,1.352440323396623,
741.5126571542961,1.3628714899857342,
775.6759522302034,1.373383110576791,
811.4132335613454,1.3839758056992784,
848.7970185300813,1.3946502006687302,
887.9031655712903,1.4054069256236448,
928.8110281028023,1.4162466155626823,
971.6036155477798,1.4271699103821516,
1016.3677617757924,1.4381774549137836,
1063.1943013043829,1.4492698989627995,
1112.1782536186677,1.4604478973462682,
1163.4190159829916,1.4717121099317643,
1217.020565135885,1.4830632016763192,
1273.0916682775985,1.4945018426656782,
1331.7461037783473,1.506028708153855,
1393.1028920551298,1.5176444786029961,
1457.2865370855811,1.5293498397235474,
1524.4272790489963,1.541145482514737,
1594.661358607095,1.5530321033053631,
1668.1312933608945,1.565010403794904,
1744.986167044572,1.5770810910949373,
1825.3819320432474,1.589244877770887,
1909.4817258484486,1.601502481884084,
1997.4562020934832,1.613854627034158,
2089.4838768404043,1.6263020424017525,
2185.751490821261,1.63884546279157,
2286.45438836869,1.6514856286757509,
2391.7969138047574,1.664223286237583,
2501.992826092406,1.6770591874155543,
2617.2657325909017,1.6899940899477388,
2737.8495427954495,1.7030287574165295,
2863.9889429817035,1.716163959293714,
2995.9398927183042,1.7294004709858986,
3133.9701442549513,1.7427390738802837,
3278.3597858399753,1.75618055539079,
3429.4018100698213,1.7697257090045417,
3587.402708423859,1.7833753343287093,
3752.6830931907616,1.7971302371377105,
3925.5783480486566,1.8109912294207802,
4106.439308618976,1.8249591294299012,
4295.632974375198,1.8390347617281115,
4493.543253350836,1.8532189572381759,
4700.571741158068,1.8675125532916423,
4917.138535897539,1.8819163936782681,
5143.683090613114,1.896431328695834,
5380.66510502127,1.9110582152003373,
5628.565458324651,1.9257979166565755,
5887.887185002598,1.9406513031891193,
6159.156495558736,1.9556192516336768,
6442.923844296898,1.9707026455888583,
6739.765046292067,1.9859023754683345,
7050.282445822916,2.001219338553401,
7375.106138636858,2.0166544390459498,
7714.895250527848,2.032208588121842,
8070.339274821351,2.0478827039847016,
8442.15947148057,2.0636777119201164,
8831.110330672764,2.0795945443502606,
9237.981103765846,2.095634140888942,
9663.59740486147,2.111797448397062,
10108.822886114942,2.1280854210385214,
10574.560990240869,2.1444990203365375,
11061.756783761373,2.161039215230414,
11571.398874716153,2.1777069821327317,
12104.521418726483,2.194503304986998,
12662.206217483104,2.211429175325723,
13245.584913916926,2.228485592328958,
13855.841288506335,2.24567356288328,
14494.213661381007,2.262994101641225,
15161.997405096601,2.2804482310811918,
15860.547573179112,2.298036981567801,
16591.281649772554,2.315761391412717,
17355.6824259696,2.3336225069359453,
18155.301008661907,2.351621382527596,
18991.759968015525,2.3697590807101334,
19866.756629958036,2.3880366722010953,
20782.06652035857,2.4064552359762983,
21739.546967889746,2.4250158593335374,
22741.140872882257,2.443719637956771,
23788.880649819614,2.4625676759808006,
24884.892351473194,2.481561086056451,
26031.399983046424,2.5007009894162526,
27230.730015082154,2.5199885159406343,
28485.31610429036,2.53942480422462,
29797.704031876186,2.559011001645045,
31170.556869388485,2.578748264428284,
32606.660382571885,2.598637757718514,
34108.92868418751,2.6186806556464886,
35680.41014727267,2.638878141398858,
37324.29359083883,2.6592314072880057,
39043.91475055999,2.6797416548224415,
40842.763047581524,2.7004100947777294,
42724.488669184204,2.721237947267961,
44692.90997567164,2.742226441817779,
46752.02124851142,2.763376817434964,
48906.00079545203,2.784690322683579,
51159.21942906189,2.8061682157576677,
53516.249335895285,2.8278117645555354,
55981.87335428279,2.849622246754591,
58561.09467957222,2.871600949886779,
61259.147016513125,2.8937491714145804,
64081.50519938645,2.9160682188076064,
67033.8963014298,2.9385594096197827,
70122.31125610121,2.9612240715671287,
73353.01701376202,2.9840635426061364,
76732.56925844851,3.007079171012751,
80267.82571053554,3.030272315461967,
83965.96004228687,3.0536443451080286,
87834.476434529,3.0771966396652632,
91881.22480398578,3.1009305894895243,
96114.41673217324,3.1248475956602664,
100542.64212817834,3.1489490700632565,
105174.88665913242,3.173236435473925,
110020.54998374841,3.1977111256413524,
115089.46482592131,3.2223745853729047,
120391.91692709693,3.2472282706195292,
125938.66591789479,3.2722736485617028,
131740.9671513368,3.2975121976960415,
137810.59454198577,3.322945407922581,
144159.86445733978,3.3485747806327266,
150801.6607099612,3.374401828797892,
157749.4607010534,3.4004280770588076,
165017.36276853495,3.426655061815525,
172620.11479510795,3.453084331318114,
180573.1441343698,3.4797174457580664,
188892.58891569197,3.5065559773603914,
197595.33079139292,3.5336015104764313,
206699.02919265075,3.5608556416773887,
216222.15716367142,3.5883199798485745,
226184.03884682446,3.6159961462843926,
236604.88869480864,3.643885774784042,
247505.85248941742,3.671990511747966,
258909.05025014057,3.700312016275043,
270837.62111967016,3.728851960260531,
283315.77031738905,3.757612028494762,
296368.8182561205,3.7865939187625983,
310023.2519218087,3.815799341943659,
324306.77862038655,3.845230022113317,
339248.3822008903,3.874887696644479,
354878.3818689091,3.904774116310143,
371228.4937097175,3.9348910453867503,
388331.89504592743,3.9652402617583435,
406223.29176025215,3.9958235570215117,
424938.9887199932,4.026642736591156,
444516.9634461584,4.057699619807066,
464996.94317669596,4.0889960400413266,
486420.4854802151,4.120533844806541,
508831.0625837819,4.152314895864898,
532274.1495858968,4.184341069338073,
556797.3167336645,4.21661425581798,
582450.3259513979,4.249136360478386,
609285.2318165258,4.281909303187373,
637356.4871877064,4.3149350186206705,
666721.0536994901,4.348215456375869,
697438.5173477409,4.38175258108751,
729571.2094003551,4.415548372543064,
763184.3328786305,4.449604825799796,
798346.0948659462,4.483923951302547,
835127.8449122271,4.5185077750024165,
873604.2198150319,4.553358338476354,
913853.2950710582,4.588477699047679,
955956.7433053957,4.623867929907537,
1000000.0,4.659531120237282,
