nembd,speedup_kv_cache_predicted,speedup_kv_cache_observed
384.0,1.1896967960931812,1.1924810180436973
392.67688617188793,1.1928657063694572,
401.549835764713,1.196043057445416,
410.62327903885574,1.1992288718042121,
419.9017463611148,1.2024231719888867,
429.3898704667198,1.2056259806025273,
439.0923887724525,1.208837320308428,
449.0141457420382,1.2120572138302486,
459.1600953049843,1.2152856839521773,
469.53530333007416,1.2185227535190906,
480.1449501547561,1.2217684454367144,
490.99433317168206,1.2250227826717883,
502.08886947369416,1.2282857882522258,
513.4340985585771,1.2315574852672788,
525.0356850949282,1.2348378968677003,
536.8994217505216,1.2381270462659075,
549.0312320845884,1.241424956736148,
561.4371735054459,1.2447316516146625,
574.1234402949594,1.2480471542998517,
587.0963667013455,1.2513714882524398,
600.3624301018572,1.2547046769956425,
613.9282542369399,1.2580467441153318,
627.80061251746,1.261397713260205,
641.986431406667,1.2647576081419494,
656.4927938785742,1.2681264525354123,
671.326942954483,1.271504270278768,
686.4962853194244,1.2748910852736868,
702.008395020311,1.2782869214855042,
717.871017247657,1.2816918029433908,
734.0920722027496,1.2851057537405213,
750.6796590521989,1.2885287980342464,
767.6420599718538,1.2919609600462625,
784.9877442820862,1.2954022640627838,
802.7253726765201,1.2988527344347138,
820.8638015463137,1.3023123955778184,
839.4120874021482,1.3057812719728967,
858.3794913961461,1.309259388165957,
877.7754839459569,1.3127467687683885,
897.609749463334,1.3162434384571353,
917.8921911895592,1.3197494219748727,
938.6329361401229,1.3232647441301806,
959.8423401611456,1.3267894297977207,
981.5309931000431,1.3303235039184103,
1003.7097240930356,1.333866991499601,
1026.38960697213,1.3374199176152544,
1049.5819657942816,1.3409823074061193,
1073.298380495488,1.344554186079911,
1097.5506926726516,1.3481355789114882,
1122.351011496082,1.3517265112430328,
1147.7117197555992,1.3553270084842282,
1173.6454800432593,1.358937096112441,
1200.165241075775,1.3625567996728984,
1227.2842441598134,1.366186144778872,
1255.0160298033709,1.3698251571118567,
1283.3744444765439,1.3734738624217542,
1312.3736475250666,1.3771322865270534,
1342.0281182400686,1.3808004553150155,
1372.3526630875735,1.3844783947418537,
1403.3624231013703,1.3881661308329205,
1435.0728814429206,1.39186368968289,
1467.4998711320957,1.3955710974559425,
1500.6595829526004,1.3992883803859502,
1534.568573536018,1.4030155647766622,
1569.2437736285397,1.4067526770018914,
1604.7024965444734,1.410499743505701,
1640.962446810777,1.4142567908025903,
1678.0417290069236,1.4180238454776843,
1715.958856804504,1.421800934186921,
1754.7327622111068,1.4255880836572397,
1794.3828050230547,1.4293853206867693,
1834.9287824917471,1.4331926721450206,
1876.3909392084197,1.4370101649730742,
1918.789977212256,1.4408378261837709,
1962.1470663269174,1.444675682861905,
2006.4838547306213,1.4485237621644138,
2051.82247976507,1.4523820913205705,
2098.1855789886195,1.456250697632178,
2145.596301479194,1.4601296084737596,
2194.0783193926277,1.4640188512927548,
2243.6558397821505,1.4679184536097138,
2294.353616684966,1.4718284430184898,
2346.1969634819334,1.4757488471864366,
2399.211765536521,1.4796796938546033,
2453.4244931193707,1.483621010837931,
2508.862214624887,1.4875728260254497,
2565.552610086477,1.4915351673804749,
2623.523984997183,1.4955080629408062,
2682.8052844425947,1.4994915408189256,
2743.4261075531354,1.5034856292021963,
2805.416722282885,1.5074903563530617,
2868.808080522362,1.5115057506092464,
2933.6318335527935,1.5155318403839566,
2999.920347849572,1.5195686541660791,
3067.7067212428587,1.5236162205203865,
3137.024799443274,1.5276745680877357,
3207.9091929410824,1.5317437255852728,
3280.3952942871856,1.5358237218066364,
3354.5192957645945,1.5399145856221594,
3430.318207459261,1.544016345979076,
3507.8298757391526,1.5481290319017234,
3587.0930021509653,1.5522526724917503,
3668.147162743776,1.5563872969283201,
3751.0328278293514,1.5605329344683199,
3835.791382188964,1.564689614446566,
3922.4651457367813,1.5688573662760108,
4011.0973946502068,1.573036219447953,
4101.732382977648,1.5772262035322446,
4194.4153647345265,1.5814273481775003,
4289.192616498643,1.5856396831113093,
4386.111460515987,1.5898632381404418,
4485.220288328774,1.5940980431510643,
4586.56858493729,1.598344128108947,
4690.206953507753,1.6026015230596797,
4796.187140638444,1.6068702581288812,
4904.562062196756,1.6111503635224136,
5015.385829740091,1.6154418695265973,
5128.713777533721,1.6197448065084235,
5244.602490179172,1.6240592049157692,
5363.109830866896,1.628385095277615,
5484.294970267324,1.632722508204258,
5608.218416074789,1.6370714743875292,
5734.942043218971,1.6414320246010128,
5864.529124759036,1.6458041897002615,
5997.044363475852,1.650188000623016,
6132.553924178037,1.6545834883894233,
6271.125466738087,1.6589906841022573,
6412.82817987484,1.6634096189471366,
6557.732815699445,1.6678403241927486,
6705.911725041842,1.672282831191068,
6857.4388935754705,1.676737171377579,
7012.38997875837,1.681203376271499,
7170.842347608821,1.6856814774760007,
7332.875115334744,1.6901715066784357,
7498.569184835867,1.6946734956505594,
7668.00728709848,1.6991874762487542,
7841.274022503071,1.7037134804142582,
8018.455903065155,1.7082515401733869,
8199.641395630775,1.7128016876377627,
8384.92096604794,1.7173639550045425,
8574.387124336143,1.7219383745566428,
8768.134470876686,1.726524978662971,
8966.259743646486,1.7311237997786528,
9168.861866519404,1.7357348704452624,
9376.041998658871,1.7403582232910524,
9587.903585026575,1.7449938910311849,
9804.552408032603,1.749641906467964,
10026.096640352405,1.7543023024910653,
10252.646898937532,1.7589751120777724,
10484.316300246499,1.763660368293206,
10721.22051672385,1.768358104290561,
10963.477834555428,1.7730683533113407,
11211.209212728469,1.7777911486855897,
11464.538343426568,1.7825265238321335,
11723.591713788963,1.7872745122588114,
11988.498669065602,1.7920351475627156,
12259.391477199237,1.796808463430429,
12536.405394866593,1.801594493638262,
12819.678735012172,1.8063932720524938,
13109.352935907686,1.81120483262961,
13405.572631772187,1.8160292094165429,
13708.485724987988,1.820866436550915,
14018.243459948051,1.8257165482612774,
14335.000498572494,1.830579578867354,
14658.914997531021,1.8354555627802833,
14990.148687210578,1.840344534502862,
15328.866952467364,1.8452465286297908,
15675.238915203212,1.8501615798479156,
16029.437518808345,1.855089722936478,
16391.639614511714,1.8600309927673562,
16762.02604968286,1.8649854243053146,
17140.78175812901,1.8699530526082517,
17528.095852432267,1.8749339128274463,
17924.161718373674,1.8799280402078078,
18329.17711149046,1.8849354700881247,
18743.344255815373,1.889956237901314,
19166.869944847207,1.8949903791746745,
19599.96564480244,1.900037929530135,
20042.84760020054,1.9050989246845096,
20495.736941834508,1.910173400449747,
20958.859797181503,1.9152613927331856,
21432.447403308346,1.9203629375378097,
21916.7362223278,1.9254780709624997,
22411.968059464358,1.930606829202292,
22918.39018378719,1.9357492485486318,
23436.255451671623,1.940905365389631,
23965.822433050398,1.9460752162103276,
24507.35554051718,1.9512588375929405,
25061.12516134807,1.9564562662171316,
25627.40779250552,1.961667538860262,
26206.48617869331,1.9668926923976544,
26798.649453531027,1.9721317638028557,
27404.19328391801,1.9773847901478938,
28023.420017660148,1.982651808603545,
28656.638834431633,1.9879328564395928,
29304.165900148433,1.9932279710250946,
29966.324524829986,1.998537189828646,
30643.445324027354,2.003860550418642,
31335.86638389992,2.00919809046355,
32043.93343002127,2.014549847732169,
32768.0,2.0199158600939002,
