nembd,speedup_no_cache_predicted,speedup_no_cache_observed
384.0,0.784594609597825,0.7723819534620056
392.67688617188793,0.7887038279772537,
401.549835764713,0.7928130463566821,
410.62327903885574,0.796922264736111,
419.9017463611148,0.80103148311554,
429.3898704667198,0.8051407014949684,
439.0923887724525,0.8092499198743971,
449.0141457420382,0.8133591382538258,
459.1600953049843,0.8174683566332547,
469.53530333007416,0.8215775750126834,
480.1449501547561,0.825686793392112,
490.99433317168206,0.8297960117715407,
502.08886947369416,0.8339052301509692,
513.4340985585771,0.8380144485303981,
525.0356850949282,0.8421236669098268,
536.8994217505216,0.8462328852892554,
549.0312320845884,0.8503421036686841,
561.4371735054459,0.8544513220481128,
574.1234402949594,0.8585605404275415,
587.0963667013455,0.8626697588069704,
600.3624301018572,0.8667789771863991,
613.9282542369399,0.8708881955658277,
627.80061251746,0.8749974139452562,
641.986431406667,0.8791066323246851,
656.4927938785742,0.883215850704114,
671.326942954483,0.8873250690835425,
686.4962853194244,0.8914342874629712,
702.008395020311,0.8955435058423998,
717.871017247657,0.8996527242218285,
734.0920722027496,0.9037619426012572,
750.6796590521989,0.9078711609806861,
767.6420599718538,0.9119803793601148,
784.9877442820862,0.9160895977395432,
802.7253726765201,0.9201988161189721,
820.8638015463137,0.9243080344984008,
839.4120874021482,0.9284172528778295,
858.3794913961461,0.9325264712572582,
877.7754839459569,0.9366356896366869,
897.609749463334,0.9407449080161155,
917.8921911895592,0.9448541263955442,
938.6329361401229,0.9489633447749731,
959.8423401611456,0.9530725631544016,
981.5309931000431,0.9571817815338303,
1003.7097240930356,0.9612909999132592,
1026.38960697213,0.9654002182926876,
1049.5819657942816,0.9695094366721165,
1073.298380495488,0.9736186550515452,
1097.5506926726516,0.9777278734309739,
1122.351011496082,0.9818370918104026,
1147.7117197555992,0.9859463101898313,
1173.6454800432593,0.9900555285692599,
1200.165241075775,0.9941647469486886,
1227.2842441598134,0.9982739653281173,
1255.0160298033709,1.002383183707546,
1283.3744444765439,1.0064924020869745,
1312.3736475250666,1.0106016204664034,
1342.0281182400686,1.014710838845832,
1372.3526630875735,1.0188200572252608,
1403.3624231013703,1.0229292756046893,
1435.0728814429206,1.0270384939841182,
1467.4998711320957,1.031147712363547,
1500.6595829526004,1.0352569307429755,
1534.568573536018,1.0393661491224044,
1569.2437736285397,1.043475367501833,
1604.7024965444734,1.0475845858812618,
1640.962446810777,1.0516938042606903,
1678.0417290069236,1.0558030226401192,
1715.958856804504,1.059912241019548,
1754.7327622111068,1.0640214593989765,
1794.3828050230547,1.068130677778405,
1834.9287824917471,1.0722398961578339,
1876.3909392084197,1.0763491145372628,
1918.789977212256,1.0804583329166912,
1962.1470663269174,1.0845675512961201,
2006.4838547306213,1.0886767696755486,
2051.82247976507,1.092785988054977,
2098.1855789886195,1.096895206434406,
2145.596301479194,1.1010044248138349,
2194.0783193926277,1.1051136431932633,
2243.6558397821505,1.1092228615726922,
2294.353616684966,1.1133320799521207,
2346.1969634819334,1.1174412983315496,
2399.211765536521,1.1215505167109785,
2453.4244931193707,1.125659735090407,
2508.862214624887,1.1297689534698359,
2565.552610086477,1.1338781718492643,
2623.523984997183,1.1379873902286932,
2682.8052844425947,1.1420966086081221,
2743.4261075531354,1.1462058269875506,
2805.416722282885,1.150315045366979,
2868.808080522362,1.154424263746408,
2933.6318335527935,1.1585334821258368,
2999.920347849572,1.1626427005052653,
3067.7067212428587,1.1667519188846942,
3137.024799443274,1.1708611372641227,
3207.9091929410824,1.1749703556435516,
3280.3952942871856,1.17907957402298,
3354.5192957645945,1.1831887924024085,
3430.318207459261,1.1872980107818374,
3507.8298757391526,1.1914072291612663,
3587.0930021509653,1.1955164475406947,
3668.147162743776,1.1996256659201237,
3751.0328278293514,1.203734884299552,
3835.791382188964,1.207844102678981,
3922.4651457367813,1.21195332105841,
4011.0973946502068,1.2160625394378384,
4101.732382977648,1.2201717578172673,
4194.4153647345265,1.2242809761966957,
4289.192616498643,1.2283901945761242,
4386.111460515987,1.232499412955553,
4485.220288328774,1.236608631334982,
4586.56858493729,1.2407178497144105,
4690.206953507753,1.2448270680938394,
4796.187140638444,1.2489362864732683,
4904.562062196756,1.2530455048526967,
5015.385829740091,1.2571547232321256,
5128.713777533721,1.261263941611554,
5244.602490179172,1.2653731599909825,
5363.109830866896,1.2694823783704114,
5484.294970267324,1.2735915967498403,
5608.218416074789,1.2777008151292688,
5734.942043218971,1.2818100335086977,
5864.529124759036,1.2859192518881262,
5997.044363475852,1.290028470267555,
6132.553924178037,1.2941376886469835,
6271.125466738087,1.2982469070264124,
6412.82817987484,1.302356125405841,
6557.732815699445,1.3064653437852698,
6705.911725041842,1.3105745621646983,
6857.4388935754705,1.3146837805441272,
7012.38997875837,1.318792998923556,
7170.842347608821,1.3229022173029845,
7332.875115334744,1.327011435682413,
7498.569184835867,1.3311206540618423,
7668.00728709848,1.3352298724412703,
7841.274022503071,1.3393390908206992,
8018.455903065155,1.3434483092001281,
8199.641395630775,1.3475575275795566,
8384.92096604794,1.3516667459589855,
8574.387124336143,1.3557759643384144,
8768.134470876686,1.3598851827178429,
8966.259743646486,1.3639944010972718,
9168.861866519404,1.3681036194767002,
9376.041998658871,1.3722128378561291,
9587.903585026575,1.3763220562355576,
9804.552408032603,1.3804312746149865,
10026.096640352405,1.384540492994415,
10252.646898937532,1.3886497113738439,
10484.316300246499,1.3927589297532723,
10721.22051672385,1.3968681481327008,
10963.477834555428,1.4009773665121301,
11211.209212728469,1.4050865848915586,
11464.538343426568,1.409195803270987,
11723.591713788963,1.4133050216504164,
11988.498669065602,1.4174142400298444,
12259.391477199237,1.4215234584092733,
12536.405394866593,1.4256326767887022,
