prompt_len,speedup_kv_cache_predicted,speedup_kv_cache_observed
384.0,1.197601591583662,1.1924810180436973
404.12946385994996,1.21206292268068,
425.314123853465,1.226524253777698,
447.6092938670971,1.240985584874716,
471.0731873678143,1.2554469159717339,
495.76706940039713,1.269908247068752,
521.7554165526069,1.2843695781657698,
549.1060853058068,1.2988309092627877,
577.890489210603,1.3132922403598055,
608.1837853501182,1.327753571456824,
640.0650705777555,1.342214902553842,
673.6175880418471,1.3566762336508595,
708.9289445364172,1.3711375647478774,
746.0913392455792,1.3855988958448957,
785.2018044788234,1.4000602269419138,
826.3624590257606,1.4145215580389316,
869.68077479185,1.4289828891359497,
915.269857411292,1.4434442202329676,
963.248741569787,1.4579055513299854,
1013.7427018082547,1.4723668824270035,
1066.8835796190285,1.4868282135240216,
1122.8101276885993,1.5012895446210395,
1181.6683721857173,1.5157508757180573,
1243.6119940408166,1.530212206815075,
1308.802730212289,1.5446735379120935,
1377.41079598732,1.5591348690091116,
1449.6153294199542,1.5735962001061292,
1525.6048590667986,1.5880575312031473,
1605.5777962416657,1.6025188623001654,
1689.7429530744398,1.6169801933971835,
1778.3200877268255,1.631441524494201,
1871.5404781885982,1.6459028555912192,
1969.6475261524802,1.6603641866882373,
2072.8973925444748,1.674825517785255,
2181.559666368978,1.6892868488822734,
2295.9180686150657,1.703748179979291,
2416.2711930619244,1.7182095110763091,
2542.933285917596,1.7326708421733268,
2676.2350663268194,1.7471321732703449,
2816.5245898902467,1.761593504367363,
2964.168157449767,1.7760548354643806,
3119.5512715127893,1.7905161665613991,
3283.07964281273,1.8049774976584168,
3455.1802496339174,1.8194388287554348,
3636.3024526667778,1.8339001598524525,
3826.919168304285,1.8483614909494706,
4027.5281034431705,1.862822822046489,
4238.653055013982,1.8772841531435067,
4460.845277633175,1.8917454842405244,
4694.684922948136,1.9062068153375424,
4940.7825544333855,1.92066814643456,
5199.780741593124,1.9351294775315786,
5472.355737732608,1.9495908086285967,
5759.2192456791645,1.9640521397256143,
6061.120276063088,1.9785134708226324,
6378.847103010538,1.99297480191965,
6713.229322354807,2.0074361330166686,
7065.140017739947,2.021897464113686,
7435.49804027272,2.0363587952107043,
7825.270407674797,2.050820126307722,
8235.474829199862,2.0652814574047405,
8667.182362907957,2.079742788501758,
9121.520212235422,2.094204119598776,
9599.674669162503,2.1086654506957943,
10102.89421166299,2.1231267817928123,
10632.49276352383,2.13758811288983,
11189.853125046056,2.152049443986848,
11776.430583584486,2.1665107750838657,
12393.756713353958,2.180972106180884,
13043.443374422874,2.1954334372779014,
13727.186921336293,2.20989476837492,
14446.77263235666,2.2243560994719385,
15204.079370887728,2.2388174305689557,
16001.08449125257,2.253278761665974,
16839.869001634546,2.2677400927629923,
17722.622997662373,2.28220142386001,
18651.651380826315,2.2966627549570275,
19629.379876656352,2.311124086054045,
20658.361368376118,2.3255854171510637,
21741.282562570133,2.340046748248082,
22880.97100426863,2.3545080793450994,
24080.402459766014,2.368969410442118,
25342.708686450642,2.3834307415391356,
26671.185609932818,2.3978920726361537,
28069.301929821275,2.4123534037331718,
29540.708176619053,2.4268147348301894,
31089.24624338615,2.441276065927207,
32718.959417056296,2.4557373970242256,
34434.10293560009,2.470198728121243,
36239.15509859993,2.4846600592182613,
38138.8289602468,2.4991213903152794,
40138.08463528876,2.5135827214122974,
42242.14225006386,2.528044052509315,
44456.49557243236,2.5425053836063327,
46786.926356196294,2.5569667147033512,
49239.519437459756,2.5714280458003693,
51820.678622349405,2.5858893768973865,
54537.14340757513,2.600350707994405,
57396.00657749104,2.6148120390914236,
60404.73272360308,2.6292733701884408,
63571.1777348784,2.6437347012854593,
66903.60930974483,2.6581960323824774,
70410.72854334037,2.672657363479495,
74101.69264637651,2.6871186945765126,
77986.13885493495,2.7015800256735316,
82074.20959362613,2.716041356770549,
86376.57895781574,2.730502687867567,
90904.48058405922,2.7449640189645845,
95669.73698151851,2.759425350061603,
100684.79040094648,2.7738866811586207,
105962.73532183847,2.7883480122556388,
111517.35264257394,2.802809343352657,
117363.14566282375,2.817270674449675,
123515.37795217217,2.831732005546692,
129990.11320382933,2.8461933366437107,
136804.25717749423,2.8606546677407283,
143975.6018408838,2.8751159988377464,
151522.8718251824,2.8895773299347645,
159465.77331570553,2.9040386610317825,
167825.04550543832,2.9184999921288,
176622.51474579272,2.9329613232258183,
185881.1515359727,2.9474226543228363,
195625.1304997465,2.9618839854198544,
205879.8935062375,2.9763453165168716,
216672.21609952973,2.99080664761389,
228030.27741054748,3.0052679787109087,
239983.73373375024,3.019729309807926,
252563.795960754,3.0341906409049444,
265803.3110730557,3.0486519720019625,
279736.8479066494,3.06311330309898,
294400.7874124647,3.0775746341959977,
309833.4176482989,3.0920359652930167,
326075.0337502678,3.106497296390034,
343168.0431448194,3.120958627487052,
361157.07627600036,3.1354199585840696,
380089.10313710204,3.149881289681088,
400013.5559109533,3.164342620778106,
420982.45803907764,3.178803951875124,
443050.5600567095,3.193265282972142,
466275.482548355,3.20772661406916,
490717.86659715086,3.2221879451661772,
516441.5321208468,3.2366492762631958,
543513.6445078362,3.251110607360214,
572004.8899883307,3.2655719384572315,
601989.6601985779,3.2800332695542496,
633546.2464200128,3.2944946006512676,
666757.0440005291,3.3089559317482853,
701708.7674916122,3.323417262845304,
738492.6770630515,3.337878593942322,
777204.8167864317,3.3523399250393395,
817946.2654095595,3.3668012561363567,
860823.4002765986,3.3812625872333752,
905948.1750830238,3.3957239183303938,
953438.4121906303,3.410185249427411,
1003418.1102658377,3.4246465805244295,
1056017.7680445246,3.4391079116214476,
1111374.7250687869,3.453569242718465,
1169633.5202852802,3.468030573815483,
1230946.2694414516,3.482491904912502,
1295473.0622650487,3.496953236009519,
1363382.3804640132,3.511414567106537,
1434851.5376380843,3.5258758982035547,
1510067.1422507924,3.540337229300573,
1589225.5848706737,3.554798560397591,
1672533.5509539095,3.569259891494609,
1760208.5605072454,3.583721222591627,
1852479.5360403294,3.598182553688645,
1949587.4002903807,3.6126438847856623,
2051785.705279863,3.6271052158826813,
2159341.2943496336,3.6415665469796994,
2272534.9988962673,3.6560278780767166,
2391662.371632607,3.6704892091737347,
2517034.458286205,3.6849505402707536,
2648978.6097505786,3.699411871367771,
2787839.3368098377,3.713873202464789,
2933979.209668331,3.728334533561807,
3087779.8046341166,3.742795864658825,
3249642.7004280337,3.7572571957558423,
3419990.5267197452,3.7717185268528604,
3599268.0676285406,3.7861798579498784,
3787943.423070204,3.8006411890468965,
3986509.2309822477,3.8151025201439137,
4195483.953618755,3.8295638512409327,
4415413.231273355,3.84402518233795,
4646871.306965176,3.858486513434968,
4890462.525807362,3.872947844531987,
5146822.912973185,3.887409175629004,
5416621.834380096,3.901870506726022,
5700563.744427429,3.916331837823041,
5999390.025351361,3.9307931689200584,
6313880.922999932,3.9452545000170764,
6644857.584082097,3.9597158311140936,
6993184.200210489,3.9741771622111126,
7359770.264335766,3.98863849330813,
7745572.945464613,4.003099824405148,
8151599.587861344,4.017561155502166,
