engine,mode,prompt_id,run_id,gen_tokens,token_ms_mean,token_ms_p50,token_ms_p95,token_ms_p99,token_ms_std,slope_ms_per_relpos,cluster,pca1,pca2
nano,kv_cache,p1,2,128,43.7980294296875,43.7732215,73.223944,74.3761108,27.748985567980064,2.178939666727726,4,-1.1433504595809136,-0.12184935128962869
nano,kv_cache,p1,2,256,44.942919263671875,44.1975365,74.2821973,75.70794834,26.689013879218795,4.76367225502409,4,-1.1413415633539448,-0.1177342176888232
nano,kv_cache,p1,2,512,18.74911186328125,19.101318499999998,22.041444499999997,22.966744679999998,2.060925560638032,4.681379467847701,4,-1.2288119760816707,-0.08500466091050869
nano,kv_cache,p1,2,1024,21.060096388671877,20.949826,26.0705617,27.01794907,3.2003739609976734,10.28692237623061,4,-1.2192155316936686,-0.07798416623399794
nano,kv_cache,p1,4,128,43.27911986328125,42.715377000000004,70.89461575,71.81220454999999,26.313967139607612,2.311246683940717,4,-1.1472413364755782,-0.12019107287321903
nano,kv_cache,p1,4,256,44.65611102929687,43.6441175,75.8079513,77.75890050999999,28.014407252053523,5.022178286518683,4,-1.1390297429052232,-0.11789003851872301
nano,kv_cache,p1,4,512,19.17544093359375,19.5343575,22.3076766,22.87421677,2.176953337537395,6.491060415788327,4,-1.2269940045236298,-0.08231268180293853
nano,kv_cache,p1,4,1024,21.8606610234375,21.657166500000002,27.47996835,28.25826085,2.925716013461245,9.254648432770189,4,-1.2185888446635198,-0.08020911845963123
nano,kv_cache,p1,6,128,43.8176476953125,43.270647999999994,71.293418,72.68890049999999,25.758081289729144,3.0035757696392915,4,-1.146460817340015,-0.11922073466021321
nano,kv_cache,p1,6,256,44.38795005078125,42.9078365,75.33940015,76.41887967999999,26.997984871526985,6.657169383199851,4,-1.1402233268293007,-0.11432261629892264
nano,kv_cache,p1,6,512,18.708932724609376,18.9570415,21.61627965,22.548982679999998,1.9439998043724556,5.426085278287055,4,-1.2288199279755827,-0.08360170146180441
nano,kv_cache,p1,6,1024,19.428432686523436,18.528817,24.32650925,25.099015339999998,3.049355542060854,10.16872530797511,4,-1.222754114859233,-0.07666457255818952
nano,kv_cache,p1_L1152,15,512,477.53003643066404,472.794112,776.22933825,785.10021057,285.1752822493907,25.61180186657311,5,0.05619927943379123,-0.5435943260512984
nano,kv_cache,p1_L1152,15,2048,40.828456979980466,41.5457385,53.74876335,54.75495712,9.251869524244222,31.677296837448786,4,-1.1600565793078539,-0.060808055348143625
nano,kv_cache,p1_L768,3,512,586.8625331240235,598.787734,1014.29142225,1024.1998658999998,414.39097592760413,25.964351472161674,5,0.47507293328184047,-0.7008594000676419
nano,kv_cache,p1_L768,3,2048,35.006789962402344,34.9903275,49.708315549999995,51.53267909,9.124386388910095,31.086879289414696,4,-1.1694208345246235,-0.057650758763469846
