engine,mode,prompt_id,run_id,gen_tokens,token_ms_mean,token_ms_p50,token_ms_p95,token_ms_p99,token_ms_std,slope_ms_per_relpos,cluster,pca1,pca2
nano,kv_cache,p1,2,1024,28.380274,19.910633087158203,72.39345970153808,74.5024980163574,19.51047,-15.436974132322494,2,-1.666717777698936,0.047582933022924406
nano,kv_cache,p1,4,1024,28.709429,20.920841217041016,72.76150932312012,75.97590728759765,19.412745,-14.533821479834407,2,-1.6638343165818383,0.04637039727528248
nano,kv_cache,p1,6,1024,27.525017,19.084768295288086,72.17658386230468,75.5085200500488,19.476019,-16.792387728776855,2,-1.6690756073802233,0.04730552591424136
nano,kv_cache,p1_L1152,15,2048,40.828457,41.54574012756348,53.748762130737305,54.754956779479976,9.251869,31.677296862955064,2,-1.6418343211426927,0.05884657852222211
nano,kv_cache,p1_L768,3,2048,35.00679,34.99032783508301,49.70831432342529,51.532677459716794,9.124387,31.086879286016355,2,-1.6605546802477988,0.07177351554878647
nano,kv_cache,p2,8,1024,28.020412,20.338367462158203,70.94716796875,74.10236862182617,18.837008,-15.190144371524019,2,-1.6688460293476293,0.046934681723886526
nano,kv_cache,p2,10,1024,27.74868,19.448981285095215,72.95040016174316,75.4454132080078,19.765892,-16.710974703816916,2,-1.6673575567172663,0.047150846188396094
nano,kv_cache,p2,12,1024,28.694187,21.03917694091797,72.32312660217285,76.1972718811035,19.52883,-15.0622180211252,2,-1.6639022141645001,0.0457150405266618
nano,kv_cache,p2_L1152,19,2048,40.43026,38.852760314941406,55.22915000915527,56.941953353881836,9.228587,31.513730271872443,2,-1.6436623771281031,0.06138578356114226
nano,kv_cache,p2_L768,7,2048,34.91378,35.59395408630371,48.668830680847165,49.690490531921384,8.937819,30.610534125750615,2,-1.6621458653709715,0.07108335378440656
nano,kv_cache,p3,14,1024,28.254602,20.52555561065674,71.40068244934082,73.70713668823241,18.931496,-15.451852203231102,2,-1.6682853377478477,0.04651025265685855
nano,kv_cache,p3,16,1024,28.338982,19.64253520965576,73.35145301818848,76.48003181457518,19.815872,-15.10703315313029,2,-1.6646810964279404,0.047887610470073165
nano,kv_cache,p3,18,1024,28.577349,19.9616641998291,74.13564491271973,78.09183197021484,20.039917,-15.127833383735501,2,-1.6622986316045567,0.04692006971520578
nano,kv_cache,p3_L1152,23,2048,40.99718,41.11796951293945,55.025579833984374,56.72736083984375,9.266204,31.798031819692635,2,-1.6403094372757392,0.05860478547269567
nano,kv_cache,p3_L768,11,2048,34.349293,34.51064109802246,48.65414638519287,50.5994021987915,9.186545,31.414296242331368,2,-1.6626036615740056,0.07367144951396636
nano,no_cache,p1,1,1024,225.89236,189.40304565429688,443.0233245849609,542.716245727539,118.474335,237.9904678519592,0,-0.44448311543715835,-0.09762026261012974
nano,no_cache,p1,3,1024,225.28598,192.92794036865234,440.6640670776367,546.0648760986328,118.34134,240.80301523563327,0,-0.4390560087808739,-0.09992237304884453
nano,no_cache,p1,5,1024,225.54002,192.907958984375,447.8872344970703,522.5400482177732,117.67659,242.81173010573832,0,-0.44752194891300606,-0.08946181077697278
nano,no_cache,p1_L1152,13,2048,1123.8018,1001.6488952636719,2179.206164550781,2267.504621582031,590.16693,2010.7184575417077,5,5.3810906829368905,0.05905111264023852
nano,no_cache,p1_L768,1,2048,813.6228,693.4416809082031,1648.2878906249998,1718.5544201660157,452.15228,1522.683553216132,1,3.5220663104424226,0.18711836545457078
nano,no_cache,p2,7,1024,224.88568,195.03423309326172,446.13769378662107,540.0468975830078,116.761,240.86197964962594,0,-0.44032955471247537,-0.10181687696472261
nano,no_cache,p2,9,1024,226.5506,194.27342987060547,446.8666564941405,540.4866857910154,118.521545,243.30035007030054,0,-0.4337810906638443,-0.09742333948039207
nano,no_cache,p2,11,1024,224.8453,190.11316680908203,443.8383163452148,537.7961114501953,116.87144,243.63433654394817,0,-0.4469354521486199,-0.09156742504328184
nano,no_cache,p2_L1152,17,2048,1118.4116,995.9658813476562,2182.4761962890625,2285.2283178710936,590.17786,2006.1593928229772,5,5.377073187453647,0.05797686261551993
nano,no_cache,p2_L768,5,2048,788.4813,670.8219909667969,1640.4147888183586,1721.3951306152344,459.86725,1552.3967360673498,1,3.498044338902503,0.274755021637985
nano,no_cache,p3,13,1024,225.69028,194.09545135498047,440.35625915527345,542.4806427001951,117.5088,244.52831333687556,0,-0.4388401215194524,-0.09717300412171577
nano,no_cache,p3,15,1024,224.51987,191.0922088623047,440.9161926269531,527.4170263671874,115.998085,243.5020392366369,0,-0.4551262452390807,-0.08960974178051423
nano,no_cache,p3,17,1024,224.41548,195.43204498291016,442.4173370361328,542.251998901367,118.05973,240.14429095976064,0,-0.43899557807431183,-0.10197845254118171
nano,no_cache,p3_L1152,21,2048,1118.7396,1001.6328430175781,2186.0919677734373,2262.276162109375,589.1629,2003.517824992363,5,5.370415537309075,0.055599305045719055
nano,no_cache,p3_L768,9,2048,789.32874,668.9981689453125,1640.4759765625,1709.6232165527344,459.44714,1551.70725302899,1,3.4892618495041057,0.27979348533931536
tau,kv_cache,p1,20,1024,23.798563,15.574591159820557,67.16063194274902,68.64867897033687,19.305832,-21.284746146397996,2,-1.6867085125023533,0.05203247301380116
tau,kv_cache,p1,22,1024,23.334295,14.765111446380615,67.84016914367676,68.9371997833252,19.687222,-22.953033333295554,2,-1.687837824054699,0.05188973415451245
tau,kv_cache,p1,24,1024,23.860954,15.681490421295166,67.48325729370117,68.78459518432616,19.26309,-21.45322249940421,2,-1.6864469694136064,0.05155781949937213
tau,kv_cache,p1_L1152,16,2048,22.55413,22.61536407470703,27.888006114959715,28.788925132751466,3.5227041,11.591752358357812,2,-1.735914454277014,0.07723609741927226
tau,kv_cache,p1_L768,4,2048,20.754797,20.012070655822754,26.161660003662107,27.00238405227661,3.1969504,10.166300804181661,2,-1.7443922802340097,0.08054909264968689
tau,kv_cache,p2,26,1024,23.655586,15.304265022277832,68.03722457885742,69.29557388305663,19.635862,-22.079598318244418,2,-1.6861406658829792,0.051737140181713735
