gen_tokens,speedup_no_cache_predicted,speedup_no_cache_observed
128.0,0.7433648240864372,0.7782794383041846
133.89727191778223,0.7449878101917167,
140.06624552362905,0.7466143397575052,
146.51943877640787,0.748244420520229,
153.26994636785574,0.7498780602332054,
160.3314662940678,0.7515152666666791,
167.7183276511995,0.7531560476078601,
175.44551971178404,0.7548004108609601,
183.52872234066697,0.7564483642472293,
191.9843378122769,0.7580999156049941,
200.82952409379513,0.7597550727896949,
210.08222966176342,0.7614138436739222,
219.7612299227741,0.7630762361474548,
229.88616531215584,0.7647422581172976,
240.47758114795292,0.7664119175077183,
251.5569693210781,0.7680852222602863,
263.1468119062313,0.7697621803339091,
275.27062678207926,0.7714427997048713,
287.9530153532689,0.773127088366872,
301.2197124711092,0.7748150543310629,
315.097638654221,0.7765067056260864,
329.6149547151197,0.7782020502981136,
344.80111890357705,0.7799010964108835,
360.6869466827174,0.7816038520457398,
377.30467325914407,0.7833103253016704,
394.6880189939812,0.7850205242953463,
412.8722578275618,0.7867344571611586,
431.8942888566073,0.788452132051259,
451.7927112091433,0.7901735571355973,
472.6079023690838,0.7918987406019612,
494.38210010942106,0.7936276906560142,
517.159488200276,0.7953604155213355,
540.9862860657307,0.7970969234394588,
565.910842571361,0.7988372226699115,
591.9837341328035,0.8005813214902542,
619.2578673444065,0.8023292281961194,
647.7885863362494,0.8040809511012518,
677.633785077348,0.8058364985375474,
708.8540248529506,0.8075958788550932,
741.5126571542961,0.8093591004222066,
775.6759522302034,0.8111261716254763,
811.4132335613454,0.8128971008698007,
848.7970185300813,0.8146718965784288,
887.9031655712903,0.816450567193,
928.8110281028023,0.8182331211735846,
971.6036155477798,0.8200195669987234,
1016.3677617757924,0.8218099131654684,
1063.1943013043829,0.8236041681894234,
1112.1782536186677,0.8254023406047841,
1163.4190159829916,0.8272044389643791,
1217.020565135885,0.82901047183971,
1273.0916682775985,0.830820447820993,
1331.7461037783473,0.8326343755171988,
1393.1028920551298,0.8344522635560945,
1457.2865370855811,0.8362741205842837,
1524.4272790489963,0.8380999552672486,
1594.661358607095,0.8399297762893905,
1668.1312933608945,0.8417635923540712,
1744.986167044572,0.8436014121836544,
1825.3819320432474,0.8454432445195481,
1909.4817258484486,0.8472890981222444,
1997.4562020934832,0.8491389817713626,
2089.4838768404043,0.8509929042656906,
2185.751490821261,0.8528508744232269,
2286.45438836869,0.8547129010812213,
2391.7969138047574,0.8565789930962192,
2501.992826092406,0.8584491593441016,
2617.2657325909017,0.8603234087201285,
2737.8495427954495,0.8622017501389808,
2863.9889429817035,0.8640841925348031,
2995.9398927183042,0.8659707448612454,
3133.9701442549513,0.8678614160915064,
3278.3597858399753,0.8697562152183763,
3429.4018100698213,0.8716551512542786,
3587.402708423859,0.873558233231314,
3752.6830931907616,0.8754654702013029,
3925.5783480486566,0.8773768712358285,
4106.439308618976,0.8792924454262797,
4295.632974375198,0.8812122018838953,
4493.543253350836,0.8831361497398056,
4700.571741158068,0.8850642981450778,
4917.138535897539,0.8869966562707582,
5143.683090613114,0.8889332333079163,
5380.66510502127,0.8908740384676882,
5628.565458324651,0.8928190809813209,
5887.887185002598,0.8947683701002161,
6159.156495558736,0.8967219150959738,
6442.923844296898,0.8986797252604363,
6739.765046292067,0.9006418099057335,
7050.282445822916,0.9026081783643262,
7375.106138636858,0.9045788399890502,
7714.895250527848,0.9065538041531621,
8070.339274821351,0.9085330802503827,
8442.15947148057,0.9105166776949422,
8831.110330672764,0.9125046059216244,
9237.981103765846,0.9144968743858128,
9663.59740486147,0.9164934925635342,
10108.822886114942,0.9184944699515049,
10574.560990240869,0.9204998160671748,
11061.756783761373,0.9225095404487735,
11571.398874716153,0.9245236526553554,
12104.521418726483,0.9265421622668453,
12662.206217483104,0.9285650788840832,
13245.584913916926,0.9305924121288716,
13855.841288506335,0.9326241716440192,
14494.213661381007,0.9346603670933886,
15161.997405096601,0.936701008161941,
15860.547573179112,0.9387461045557829,
16591.281649772554,0.9407956660022123,
17355.6824259696,0.9428497022497645,
18155.301008661907,0.9449082230682587,
18991.759968015525,0.946971238248845,
19866.756629958036,0.9490387576040499,
20782.06652035857,0.951110790967824,
21739.546967889746,0.9531873481955878,
22741.140872882257,0.95526843916428,
23788.880649819614,0.9573540737724026,
24884.892351473194,0.9594442619400697,
26031.399983046424,0.9615390136090534,
27230.730015082154,0.963638338742832,
28485.31610429036,0.9657422473266372,
29797.704031876186,0.9678507493675009,
31170.556869388485,0.9699638548943037,
32606.660382571885,0.9720815739578219,
34108.92868418751,0.9742039166307761,
35680.41014727267,0.9763308930078785,
37324.29359083883,0.9784625132058806,
39043.91475055999,0.9805987873636222,
40842.763047581524,0.982739725642079,
42724.488669184204,0.9848853382244117,
44692.90997567164,0.987035635316013,
46752.02124851142,0.9891906271445573,
48906.00079545203,0.9913503239600494,
51159.21942906189,0.9935147360348726,
53516.249335895285,0.9956838736638379,
55981.87335428279,0.9978577471642329,
58561.09467957222,1.000036366875871,
61259.147016513125,1.0022197431611402,
64081.50519938645,1.0044078864050534,
67033.8963014298,1.0066008070152959,
70122.31125610121,1.0087985154222772,
73353.01701376202,1.011001022079179,
76732.56925844851,1.0132083374620051,
80267.82571053554,1.0154204720696323,
83965.96004228687,1.0176374364238585,
87834.476434529,1.0198592410694547,
91881.22480398578,1.0220858965742143,
96114.41673217324,1.0243174135290025,
100542.64212817834,1.0265538025478085,
105174.88665913242,1.0287950742677938,
110020.54998374841,1.0310412393493453,
115089.46482592131,1.033292308476124,
120391.91692709693,1.0355482923551163,
125938.66591789479,1.0378092017166853,
131740.9671513368,1.0400750473146223,
137810.59454198577,1.0423458399261964,
144159.86445733978,1.0446215903522071,
150801.6607099612,1.0469023094170353,
157749.4607010534,1.0491880079686948,
165017.36276853495,1.0514786968788834,
172620.11479510795,1.0537743870430354,
180573.1441343698,1.056075089380373,
188892.58891569197,1.0583808148339584,
197595.33079139292,1.0606915743707457,
206699.02919265075,1.063007378981633,
216222.15716367142,1.0653282396815147,
226184.03884682446,1.0676541675093345,
236604.88869480864,1.069985173528137,
247505.85248941742,1.0723212688251202,
258909.05025014057,1.07466246451169,
270837.62111967016,1.0770087717235108,
283315.77031738905,1.0793602016205597,
296368.8182561205,1.0817167653871798,
310023.2519218087,1.0840784742321319,
324306.77862038655,1.08644533938865,
339248.3822008903,1.0888173721144927,
354878.3818689091,1.0911945836919985,
371228.4937097175,1.0935769854281376,
388331.89504592743,1.0959645886545677,
406223.29176025215,1.0983574047276858,
424938.9887199932,1.1007554450286845,
444516.9634461584,1.1031587209636036,
464996.94317669596,1.1055672439633863,
486420.4854802151,1.1079810254839337,
508831.0625837819,1.1104000770061573,
532274.1495858968,1.1128244100360356,
556797.3167336645,1.1152540361046672,
582450.3259513979,1.1176889667683279,
609285.2318165258,1.1201292136085232,
637356.4871877064,1.1225747882320447,
666721.0536994901,1.125025702271025,
697438.5173477409,1.1274819673829937,
729571.2094003551,1.1299435952509314,
763184.3328786305,1.1324105975833267,
798346.0948659462,1.1348829861142309,
835127.8449122271,1.1373607726033148,
873604.2198150319,1.1398439688359232,
913853.2950710582,1.1423325866231329,
955956.7433053957,1.1448266378018064,
1000000.0,1.147326134234651,
