prompt_len,speedup_no_cache_predicted,speedup_no_cache_observed
384.0,0.7811647047935144,0.7723819534620056
404.12946385994996,0.7879818471487338,
425.314123853465,0.7947989895039529,
447.6092938670971,0.8016161318591722,
471.0731873678143,0.8084332742143915,
495.76706940039713,0.8152504165696107,
521.7554165526069,0.82206755892483,
549.1060853058068,0.8288847012800491,
577.890489210603,0.8357018436352683,
608.1837853501182,0.8425189859904878,
640.0650705777555,0.8493361283457069,
673.6175880418471,0.8561532707009262,
708.9289445364172,0.8629704130561454,
746.0913392455792,0.8697875554113647,
785.2018044788234,0.876604697766584,
826.3624590257606,0.8834218401218032,
869.68077479185,0.8902389824770225,
915.269857411292,0.8970561248322417,
963.248741569787,0.9038732671874609,
1013.7427018082547,0.9106904095426802,
1066.8835796190285,0.9175075518978996,
1122.8101276885993,0.9243246942531187,
1181.6683721857173,0.9311418366083379,
1243.6119940408166,0.9379589789635572,
1308.802730212289,0.9447761213187765,
1377.41079598732,0.9515932636739958,
1449.6153294199542,0.9584104060292149,
1525.6048590667986,0.9652275483844341,
1605.5777962416657,0.9720446907396535,
1689.7429530744398,0.9788618330948727,
1778.3200877268255,0.9856789754500919,
1871.5404781885982,0.9924961178053113,
1969.6475261524802,0.9993132601605306,
2072.8973925444748,1.0061304025157496,
2181.559666368978,1.012947544870969,
2295.9180686150657,1.0197646872261883,
2416.2711930619244,1.0265818295814075,
2542.933285917596,1.0333989719366268,
2676.2350663268194,1.040216114291846,
2816.5245898902467,1.0470332566470653,
2964.168157449767,1.0538503990022845,
3119.5512715127893,1.060667541357504,
3283.07964281273,1.067484683712723,
3455.1802496339174,1.0743018260679422,
3636.3024526667778,1.0811189684231615,
3826.919168304285,1.0879361107783807,
4027.5281034431705,1.0947532531336002,
4238.653055013982,1.1015703954888192,
4460.845277633175,1.1083875378440384,
4694.684922948136,1.1152046801992577,
4940.7825544333855,1.122021822554477,
5199.780741593124,1.1288389649096964,
5472.355737732608,1.1356561072649154,
5759.2192456791645,1.1424732496201346,
6061.120276063088,1.1492903919753539,
6378.847103010538,1.1561075343305731,
6713.229322354807,1.1629246766857926,
7065.140017739947,1.1697418190410118,
7435.49804027272,1.1765589613962308,
7825.270407674797,1.18337610375145,
8235.474829199862,1.1901932461066695,
8667.182362907957,1.1970103884618888,
9121.520212235422,1.203827530817108,
9599.674669162503,1.2106446731723275,
10102.89421166299,1.2174618155275465,
10632.49276352383,1.2242789578827658,
11189.853125046056,1.231096100237985,
11776.430583584486,1.2379132425932042,
12393.756713353958,1.2447303849484237,
13043.443374422874,1.2515475273036425,
13727.186921336293,1.258364669658862,
14446.77263235666,1.2651818120140814,
15204.079370887728,1.2719989543693004,
16001.08449125257,1.27881609672452,
16839.869001634546,1.2856332390797394,
17722.622997662373,1.2924503814349582,
18651.651380826315,1.2992675237901774,
19629.379876656352,1.3060846661453966,
20658.361368376118,1.312901808500616,
21741.282562570133,1.3197189508558353,
22880.97100426863,1.3265360932110544,
24080.402459766014,1.3333532355662738,
25342.708686450642,1.340170377921493,
26671.185609932818,1.3469875202767123,
28069.301929821275,1.3538046626319318,
29540.708176619053,1.3606218049871506,
31089.24624338615,1.3674389473423698,
32718.959417056296,1.3742560896975893,
34434.10293560009,1.3810732320528085,
36239.15509859993,1.3878903744080278,
38138.8289602468,1.3947075167632472,
