gen_tokens,speedup_kv_cache_predicted,speedup_kv_cache_observed
128.0,1.0417121746043259,1.1117696398065378
133.89727191778223,1.04941463013159,
140.06624552362905,1.057174037879051,
146.51943877640787,1.0649908189533768,
153.26994636785574,1.0728653975749132,
160.3314662940678,1.080798201100705,
167.7183276511995,1.0887896600476903,
175.44551971178404,1.0968402081160644,
183.52872234066697,1.1049502822128159,
191.9843378122769,1.1131203224754393,
200.82952409379513,1.1213507722958205,
210.08222966176342,1.1296420783443006,
219.7612299227741,1.1379946905939156,
229.88616531215584,1.1464090623448189,
240.47758114795292,1.1548856502488796,
251.5569693210781,1.1634249143344666,
263.1468119062313,1.1720273180314151,
275.27062678207926,1.1806933281961758,
287.9530153532689,1.1894234151371514,
301.2197124711092,1.1982180526402224,
315.097638654221,1.2070777179944572,
329.6149547151197,1.2160028920180164,
344.80111890357705,1.2249940590842467,
360.6869466827174,1.2340517071479677,
377.30467325914407,1.2431763277719536,
394.6880189939812,1.2523684161536106,
412.8722578275618,1.261628471151852,
431.8942888566073,1.2709569953141704,
451.7927112091433,1.2803544949039118,
472.6079023690838,1.2898214799277512,
494.38210010942106,1.2993584641633702,
517.159488200276,1.3089659651873395,
540.9862860657307,1.318644504403211,
565.910842571361,1.3283946070698085,
591.9837341328035,1.3382168023297416,
619.2578673444065,1.3481116232381156,
647.7885863362494,1.3580796067914649,
677.633785077348,1.3681212939568943,
708.8540248529506,1.378237229701438,
741.5126571542961,1.388427963021635,
775.6759522302034,1.3986940469733238,
811.4132335613454,1.4090360387016565,
848.7970185300813,1.4194544994713356,
887.9031655712903,1.4299499946970737,
928.8110281028023,1.4405230939742801,
971.6036155477798,1.4511743711099712,
1016.3677617757924,1.4619044041539124,
1063.1943013043829,1.4727137754299893,
1112.1782536186677,1.4836030715678092,
1163.4190159829916,1.49457288353454,
1217.020565135885,1.5056238066669807,
1273.0916682775985,1.5167564407038707,
1331.7461037783473,1.5279713898184382,
1393.1028920551298,1.53926926265119,
1457.2865370855811,1.5506506723429399,
1524.4272790489963,1.5621162365680876,
1594.661358607095,1.573666577568137,
1668.1312933608945,1.5853023221854685,
1744.986167044572,1.597024101897355,
1825.3819320432474,1.6088325528502354,
1909.4817258484486,1.6207283158942365,
1997.4562020934832,1.6327120366179526,
2089.4838768404043,1.6447843653834828,
2185.751490821261,1.6569459573617258,
2286.45438836869,1.669197472567936,
2391.7969138047574,1.6815395758975433,
2501.992826092406,1.6939729371622374,
2617.2657325909017,1.7064982311263186,
2737.8495427954495,1.7191161375433173,
2863.9889429817035,1.731827341192885,
2995.9398927183042,1.7446325319179579,
3133.9701442549513,1.757532404662193,
3278.3597858399753,1.7705276595076869,
3429.4018100698213,1.7836190017129643,
3587.402708423859,1.7968071417512586,
3752.6830931907616,1.810092795349064,
3925.5783480486566,1.8234766835249834,
4106.439308618976,1.8369595326288533,
4295.632974375198,1.8505420743811682,
4493.543253350836,1.8642250459127874,
4700.571741158068,1.8780091898049422,
4917.138535897539,1.8918952541295344,
5143.683090613114,1.9058839924897344,
5380.66510502127,1.9199761640608817,
5628.565458324651,1.9341725336316835,
5887.887185002598,1.9484738716457206,
6159.156495558736,1.9628809542432608,
6442.923844296898,1.977394563303379,
6739.765046292067,1.9920154864863915,
7050.282445822916,2.0067445172766005,
7375.106138636858,2.021582455025361,
7714.895250527848,2.036530104994456,
8070.339274821351,2.0515882783998043,
8442.15947148057,2.066757792455483,
8831.110330672764,2.082039470418075,
9237.981103765846,2.0974341416313553,
9663.59740486147,2.11294264157129,
10108.822886114942,2.128565811891389,
10574.560990240869,2.1443045004683707,
11061.756783761373,2.160159561448189,
11571.398874716153,2.176131855292378,
12104.521418726483,2.192222248824756,
