prompt_len,speedup_kv_cache_predicted,speedup_kv_cache_observed
384.0,1.21856298855664,1.1924810180436973
404.12946385994996,1.2475794264091422,
425.314123853465,1.276595864261644,
447.6092938670971,1.3056123021141466,
471.0731873678143,1.3346287399666483,
495.76706940039713,1.3636451778191505,
521.7554165526069,1.3926616156716527,
549.1060853058068,1.4216780535241544,
577.890489210603,1.4506944913766562,
608.1837853501182,1.4797109292291593,
640.0650705777555,1.508727367081661,
673.6175880418471,1.5377438049341627,
708.9289445364172,1.5667602427866645,
746.0913392455792,1.5957766806391671,
785.2018044788234,1.6247931184916693,
826.3624590257606,1.653809556344171,
869.68077479185,1.6828259941966737,
915.269857411292,1.7118424320491754,
963.248741569787,1.7408588699016772,
1013.7427018082547,1.7698753077541798,
1066.8835796190285,1.798891745606682,
1122.8101276885993,1.8279081834591837,
1181.6683721857173,1.8569246213116855,
1243.6119940408166,1.8859410591641876,
1308.802730212289,1.9149574970166907,
1377.41079598732,1.943973934869192,
1449.6153294199542,1.9729903727216942,
1525.6048590667986,2.0020068105741955,
1605.5777962416657,2.0310232484266986,
1689.7429530744398,2.0600396862792008,
1778.3200877268255,2.089056124131702,
1871.5404781885982,2.118072561984205,
1969.6475261524802,2.1470889998367064,
2072.8973925444748,2.1761054376892086,
2181.559666368978,2.2051218755417117,
2295.9180686150657,2.234138313394213,
2416.2711930619244,2.263154751246715,
2542.933285917596,2.2921711890992165,
2676.2350663268194,2.3211876269517187,
2816.5245898902467,2.350204064804221,
2964.168157449767,2.379220502656723,
3119.5512715127893,2.408236940509226,
3283.07964281273,2.4372533783617274,
3455.1802496339174,2.4662698162142296,
3636.3024526667778,2.495286254066731,
3826.919168304285,2.524302691919233,
4027.5281034431705,2.553319129771736,
4238.653055013982,2.5823355676242374,
4460.845277633175,2.6113520054767396,
4694.684922948136,2.640368443329242,
4940.7825544333855,2.669384881181743,
5199.780741593124,2.698401319034246,
5472.355737732608,2.7274177568867484,
5759.2192456791645,2.7564341947392497,
6061.120276063088,2.785450632591752,
6378.847103010538,2.814467070444253,
6713.229322354807,2.8434835082967562,
7065.140017739947,2.8724999461492584,
7435.49804027272,2.9015163840017597,
7825.270407674797,2.930532821854262,
8235.474829199862,2.959549259706765,
8667.182362907957,2.9885656975592663,
9121.520212235422,3.0175821354117685,
9599.674669162503,3.0465985732642715,
10102.89421166299,3.075615011116773,
10632.49276352383,3.104631448969275,
11189.853125046056,3.133647886821777,
11776.430583584486,3.1626643246742785,
12393.756713353958,3.1916807625267816,
13043.443374422874,3.220697200379282,
13727.186921336293,3.249713638231785,
14446.77263235666,3.278730076084288,
15204.079370887728,3.3077465139367885,
16001.08449125257,3.3367629517892916,
16839.869001634546,3.3657793896417947,
17722.622997662373,3.394795827494295,
18651.651380826315,3.4238122653467973,
19629.379876656352,3.4528287031992995,
20658.361368376118,3.4818451410518017,
21741.282562570133,3.510861578904304,
22880.97100426863,3.539878016756806,
24080.402459766014,3.568894454609308,
25342.708686450642,3.5979108924618104,
26671.185609932818,3.6269273303143126,
28069.301929821275,3.6559437681668148,
29540.708176619053,3.684960206019316,
31089.24624338615,3.7139766438718183,
32718.959417056296,3.7429930817243204,
34434.10293560009,3.7720095195768226,
36239.15509859993,3.801025957429324,
38138.8289602468,3.830042395281827,
40138.08463528876,3.859058833134329,
42242.14225006386,3.8880752709868305,
44456.49557243236,3.9170917088393318,
46786.926356196294,3.9461081466918357,
49239.519437459756,3.975124584544337,
51820.678622349405,4.004141022396839,
54537.14340757513,4.033157460249342,
57396.00657749104,4.062173898101843,
60404.73272360308,4.0911903359543444,
63571.1777348784,4.1202067738068475,
66903.60930974483,4.149223211659351,
70410.72854334037,4.178239649511852,
74101.69264637651,4.207256087364353,
77986.13885493495,4.236272525216856,
82074.20959362613,4.265288963069358,
86376.57895781574,4.294305400921859,
90904.48058405922,4.323321838774362,
95669.73698151851,4.352338276626865,
100684.79040094648,4.381354714479366,
105962.73532183847,4.410371152331868,
111517.35264257394,4.439387590184371,
117363.14566282375,4.468404028036872,
123515.37795217217,4.497420465889373,
129990.11320382933,4.526436903741876,
136804.25717749423,4.555453341594378,
143975.6018408838,4.584469779446881,
151522.8718251824,4.613486217299384,
159465.77331570553,4.642502655151885,
167825.04550543832,4.671519093004386,
176622.51474579272,4.7005355308568895,
185881.1515359727,4.729551968709391,
195625.1304997465,4.758568406561894,
205879.8935062375,4.787584844414393,
216672.21609952973,4.816601282266896,
228030.27741054748,4.8456177201193995,
239983.73373375024,4.874634157971901,
252563.795960754,4.903650595824404,
265803.3110730557,4.932667033676907,
279736.8479066494,4.9616834715294065,
294400.7874124647,4.9906999093819095,
309833.4176482989,5.019716347234413,
326075.0337502678,5.048732785086914,
343168.0431448194,5.077749222939415,
361157.07627600036,5.106765660791918,
380089.10313710204,5.13578209864442,
400013.5559109533,5.164798536496923,
420982.45803907764,5.193814974349424,
443050.5600567095,5.222831412201927,
466275.482548355,5.251847850054428,
490717.86659715086,5.28086428790693,
516441.5321208468,5.309880725759433,
543513.6445078362,5.338897163611936,
572004.8899883307,5.367913601464435,
601989.6601985779,5.396930039316938,
633546.2464200128,5.4259464771694415,
666757.0440005291,5.454962915021943,
701708.7674916122,5.483979352874446,
738492.6770630515,5.512995790726947,
777204.8167864317,5.542012228579448,
817946.2654095595,5.57102866643195,
860823.4002765986,5.600045104284453,
905948.1750830238,5.629061542136956,
953438.4121906303,5.658077979989457,
1003418.1102658377,5.68709441784196,
1056017.7680445246,5.7161108556944615,
1111374.7250687869,5.745127293546963,
1169633.5202852802,5.774143731399464,
1230946.2694414516,5.803160169251969,
1295473.0622650487,5.83217660710447,
1363382.3804640132,5.861193044956972,
1434851.5376380843,5.890209482809473,
1510067.1422507924,5.919225920661976,
1589225.5848706737,5.948242358514477,
1672533.5509539095,5.9772587963669785,
1760208.5605072454,6.006275234219482,
