run_id,engine,mode,prompt_id,prompt_len,gen_tokens,prefill_ms,prime_ms,ttft_ms,decode_total_ms,tokens_per_sec,decode_tokens_per_sec,end_to_end_ms,p50_token_ms,p95_token_ms,rss_before_mb,rss_after_mb
1,nano,no_cache,p1,384,512,0.0000,0.0000,102.2196,79110.6309,6.4593,6.4593,79212.8505,157.4780,220.4869,100848.0000,104896.0000
2,nano,kv_cache,p1,384,512,5458.9582,0.0000,16.4409,9583.2900,53.3220,53.3220,15058.6891,19.1060,21.9597,104908.0000,116160.0000
3,nano,no_cache,p1,384,512,0.0000,0.0000,89.9935,80076.8074,6.3814,6.3814,80166.8009,156.4238,223.6834,92976.0000,104932.0000
4,nano,kv_cache,p1,384,512,5196.4221,0.0000,14.3535,9803.6589,52.1234,52.1234,15014.4344,19.5391,22.3012,104936.0000,116180.0000
5,nano,no_cache,p1,384,512,0.0000,0.0000,92.1588,80263.1364,6.3666,6.3666,80355.2952,157.0154,222.7221,92996.0000,104960.0000
6,nano,kv_cache,p1,384,512,5216.9035,0.0000,14.5808,9564.6079,53.4261,53.4261,14796.0922,18.9573,21.6084,104964.0000,115184.0000
7,nano,no_cache,p2,384,512,0.0000,0.0000,87.6757,79491.2297,6.4284,6.4284,79578.9054,153.2171,221.8641,93032.0000,104980.0000
8,nano,kv_cache,p2,384,512,5156.4633,0.0000,15.6783,9824.6724,52.0119,52.0119,14996.8141,19.4555,21.5185,104984.0000,115916.0000
9,nano,no_cache,p2,384,512,0.0000,0.0000,107.7556,79551.1269,6.4235,6.4235,79658.8825,151.9104,222.5575,93040.0000,104984.0000
10,nano,kv_cache,p2,384,512,5227.2823,0.0000,14.5833,9291.8156,54.9946,54.9946,14533.6811,18.1186,21.5452,104984.0000,115644.0000
11,nano,no_cache,p2,384,512,0.0000,0.0000,106.0842,79466.5905,6.4304,6.4304,79572.6747,155.7071,221.2372,99756.0000,104988.0000
12,nano,kv_cache,p2,384,512,5018.1252,0.0000,14.5512,9708.5721,52.6339,52.6339,14741.2485,19.2614,21.6567,104988.0000,115928.0000
13,nano,no_cache,p3,384,512,0.0000,0.0000,89.8119,79325.3009,6.4418,6.4418,79415.1128,153.6762,221.4800,99760.0000,104996.0000
14,nano,kv_cache,p3,384,512,5361.1027,0.0000,15.5581,9853.7547,51.8584,51.8584,15230.4155,19.0509,22.2784,104996.0000,118360.0000
15,nano,no_cache,p3,384,512,0.0000,0.0000,94.1800,79641.8107,6.4162,6.4162,79735.9906,157.1734,221.2875,101104.0000,104996.0000
16,nano,kv_cache,p3,384,512,5642.2446,0.0000,16.8326,9789.0048,52.2014,52.2014,15448.0821,19.4523,21.1521,104996.0000,115900.0000
17,nano,no_cache,p3,384,512,0.0000,0.0000,88.1776,79775.0096,6.4055,6.4055,79863.1873,154.0256,223.8981,93052.0000,104996.0000
18,nano,kv_cache,p3,384,512,5232.7464,0.0000,15.0050,9640.9883,53.0029,53.0029,14888.7398,19.1017,21.3037,104996.0000,117020.0000
