run_id,engine,mode,prompt_id,token_index,token_ms
1,nano,no_cache,p1,0,102.219608
1,nano,no_cache,p1,1,91.210590
1,nano,no_cache,p1,2,90.774504
1,nano,no_cache,p1,3,90.662095
1,nano,no_cache,p1,4,92.054777
1,nano,no_cache,p1,5,91.075507
1,nano,no_cache,p1,6,95.350957
1,nano,no_cache,p1,7,90.012097
1,nano,no_cache,p1,8,90.623164
1,nano,no_cache,p1,9,90.712870
1,nano,no_cache,p1,10,90.272617
1,nano,no_cache,p1,11,93.787495
1,nano,no_cache,p1,12,95.540895
1,nano,no_cache,p1,13,95.518875
1,nano,no_cache,p1,14,94.744559
1,nano,no_cache,p1,15,95.439181
1,nano,no_cache,p1,16,94.156541
1,nano,no_cache,p1,17,97.635711
1,nano,no_cache,p1,18,94.299441
1,nano,no_cache,p1,19,96.144156
1,nano,no_cache,p1,20,96.407801
1,nano,no_cache,p1,21,95.399111
1,nano,no_cache,p1,22,94.491150
1,nano,no_cache,p1,23,94.244359
1,nano,no_cache,p1,24,98.539188
1,nano,no_cache,p1,25,102.168970
1,nano,no_cache,p1,26,98.502016
1,nano,no_cache,p1,27,97.045248
1,nano,no_cache,p1,28,95.788858
1,nano,no_cache,p1,29,100.903620
1,nano,no_cache,p1,30,101.033885
1,nano,no_cache,p1,31,97.337639
1,nano,no_cache,p1,32,100.047507
1,nano,no_cache,p1,33,101.295032
1,nano,no_cache,p1,34,99.045063
1,nano,no_cache,p1,35,98.932730
1,nano,no_cache,p1,36,97.566448
1,nano,no_cache,p1,37,100.423991
1,nano,no_cache,p1,38,102.899829
1,nano,no_cache,p1,39,97.863683
1,nano,no_cache,p1,40,99.390719
1,nano,no_cache,p1,41,98.888884
1,nano,no_cache,p1,42,103.124174
1,nano,no_cache,p1,43,106.179236
1,nano,no_cache,p1,44,99.233229
1,nano,no_cache,p1,45,98.621406
1,nano,no_cache,p1,46,96.727025
1,nano,no_cache,p1,47,98.186611
1,nano,no_cache,p1,48,96.196579
1,nano,no_cache,p1,49,98.046575
1,nano,no_cache,p1,50,99.185489
1,nano,no_cache,p1,51,96.514813
1,nano,no_cache,p1,52,98.451599
1,nano,no_cache,p1,53,98.364809
1,nano,no_cache,p1,54,98.469364
1,nano,no_cache,p1,55,100.470313
1,nano,no_cache,p1,56,101.226807
1,nano,no_cache,p1,57,99.845864
1,nano,no_cache,p1,58,98.173113
1,nano,no_cache,p1,59,101.973276
1,nano,no_cache,p1,60,102.052670
1,nano,no_cache,p1,61,103.213218
1,nano,no_cache,p1,62,114.086312
1,nano,no_cache,p1,63,101.121182
1,nano,no_cache,p1,64,102.970623
1,nano,no_cache,p1,65,103.681106
1,nano,no_cache,p1,66,102.587115
1,nano,no_cache,p1,67,102.830500
1,nano,no_cache,p1,68,101.700586
1,nano,no_cache,p1,69,107.013216
1,nano,no_cache,p1,70,119.260642
1,nano,no_cache,p1,71,118.935465
1,nano,no_cache,p1,72,129.357992
1,nano,no_cache,p1,73,130.069783
1,nano,no_cache,p1,74,109.768486
1,nano,no_cache,p1,75,107.490927
1,nano,no_cache,p1,76,105.385402
1,nano,no_cache,p1,77,106.416834
1,nano,no_cache,p1,78,110.578072
1,nano,no_cache,p1,79,105.523528
1,nano,no_cache,p1,80,106.296880
1,nano,no_cache,p1,81,104.341572
1,nano,no_cache,p1,82,113.142918
1,nano,no_cache,p1,83,109.206990
1,nano,no_cache,p1,84,107.462349
1,nano,no_cache,p1,85,107.249721
1,nano,no_cache,p1,86,107.114806
1,nano,no_cache,p1,87,108.032589
1,nano,no_cache,p1,88,106.852160
1,nano,no_cache,p1,89,117.264832
1,nano,no_cache,p1,90,112.268874
1,nano,no_cache,p1,91,110.814030
1,nano,no_cache,p1,92,109.825509
1,nano,no_cache,p1,93,108.779170
1,nano,no_cache,p1,94,108.848674
1,nano,no_cache,p1,95,106.364031
1,nano,no_cache,p1,96,107.019642
1,nano,no_cache,p1,97,108.999679
1,nano,no_cache,p1,98,106.506047
1,nano,no_cache,p1,99,111.495648
1,nano,no_cache,p1,100,110.096441
1,nano,no_cache,p1,101,108.254369
1,nano,no_cache,p1,102,109.917734
1,nano,no_cache,p1,103,125.946017
1,nano,no_cache,p1,104,107.115897
1,nano,no_cache,p1,105,110.720913
1,nano,no_cache,p1,106,110.599961
1,nano,no_cache,p1,107,111.046500
1,nano,no_cache,p1,108,120.558750
1,nano,no_cache,p1,109,110.106979
1,nano,no_cache,p1,110,110.778146
1,nano,no_cache,p1,111,110.934024
1,nano,no_cache,p1,112,111.047624
1,nano,no_cache,p1,113,114.204830
1,nano,no_cache,p1,114,111.720364
1,nano,no_cache,p1,115,112.115031
1,nano,no_cache,p1,116,112.114228
1,nano,no_cache,p1,117,113.077734
1,nano,no_cache,p1,118,113.326147
1,nano,no_cache,p1,119,113.846614
1,nano,no_cache,p1,120,114.183363
1,nano,no_cache,p1,121,114.332681
1,nano,no_cache,p1,122,115.041769
1,nano,no_cache,p1,123,115.067565
1,nano,no_cache,p1,124,114.759648
1,nano,no_cache,p1,125,115.229934
1,nano,no_cache,p1,126,115.459349
1,nano,no_cache,p1,127,116.039447
1,nano,no_cache,p1,128,119.068304
1,nano,no_cache,p1,129,122.005290
1,nano,no_cache,p1,130,122.279816
1,nano,no_cache,p1,131,122.747067
1,nano,no_cache,p1,132,122.530210
1,nano,no_cache,p1,133,123.205320
1,nano,no_cache,p1,134,125.655380
1,nano,no_cache,p1,135,124.971023
1,nano,no_cache,p1,136,124.657551
1,nano,no_cache,p1,137,122.690803
1,nano,no_cache,p1,138,123.305241
1,nano,no_cache,p1,139,124.762429
1,nano,no_cache,p1,140,123.733025
1,nano,no_cache,p1,141,124.259643
1,nano,no_cache,p1,142,128.978653
1,nano,no_cache,p1,143,126.235694
1,nano,no_cache,p1,144,126.864886
1,nano,no_cache,p1,145,125.480994
1,nano,no_cache,p1,146,125.322145
1,nano,no_cache,p1,147,126.111081
1,nano,no_cache,p1,148,126.026640
1,nano,no_cache,p1,149,126.457402
1,nano,no_cache,p1,150,126.674902
1,nano,no_cache,p1,151,127.160682
1,nano,no_cache,p1,152,127.017005
1,nano,no_cache,p1,153,127.293208
1,nano,no_cache,p1,154,127.041127
1,nano,no_cache,p1,155,127.069603
1,nano,no_cache,p1,156,127.733501
1,nano,no_cache,p1,157,128.263409
1,nano,no_cache,p1,158,128.350339
1,nano,no_cache,p1,159,129.137546
1,nano,no_cache,p1,160,129.236407
1,nano,no_cache,p1,161,127.786802
1,nano,no_cache,p1,162,128.510663
1,nano,no_cache,p1,163,131.553926
1,nano,no_cache,p1,164,129.020380
1,nano,no_cache,p1,165,130.087715
1,nano,no_cache,p1,166,129.053068
1,nano,no_cache,p1,167,128.452833
1,nano,no_cache,p1,168,129.655258
1,nano,no_cache,p1,169,130.682797
1,nano,no_cache,p1,170,129.194561
1,nano,no_cache,p1,171,132.812855
1,nano,no_cache,p1,172,129.431359
1,nano,no_cache,p1,173,132.913507
1,nano,no_cache,p1,174,130.517074
1,nano,no_cache,p1,175,131.054507
1,nano,no_cache,p1,176,130.472613
1,nano,no_cache,p1,177,131.620143
1,nano,no_cache,p1,178,131.437362
1,nano,no_cache,p1,179,132.078484
1,nano,no_cache,p1,180,131.446776
1,nano,no_cache,p1,181,133.472355
1,nano,no_cache,p1,182,132.708814
1,nano,no_cache,p1,183,133.024816
